idx	boot_n	sample
728	11	MMRF_2665_1_BM_CD138pos_pair
518	11	MMRF_2245_1_BM_CD138pos_pair
528	11	MMRF_2268_1_BM_CD138pos_pair
480	11	MMRF_2176_1_BM_CD138pos_pair
11	11	MMRF_1048_1_BM_CD138pos_pair
333	11	MMRF_1845_1_BM_CD138pos_pair
744	11	MMRF_2695_1_BM_CD138pos_pair
500	11	MMRF_2213_1_BM_CD138pos_pair
370	11	MMRF_1922_1_BM_CD138pos_pair
116	11	MMRF_1425_1_BM_CD138pos_pair
105	11	MMRF_1389_1_BM_CD138pos_pair
427	11	MMRF_2062_1_BM_CD138pos_pair
23	11	MMRF_1089_1_BM_CD138pos_pair
101	11	MMRF_1380_1_BM_CD138pos_pair
531	11	MMRF_2271_1_BM_CD138pos_pair
171	11	MMRF_1565_1_BM_CD138pos_pair
747	11	MMRF_2699_1_BM_CD138pos_pair
234	11	MMRF_1672_1_BM_CD138pos_pair
790	11	MMRF_2760_1_BM_CD138pos_pair
476	11	MMRF_2170_1_BM_CD138pos_pair
189	11	MMRF_1598_1_BM_CD138pos_pair
42	11	MMRF_1185_1_BM_CD138pos_pair
23	11	MMRF_1089_1_BM_CD138pos_pair
773	11	MMRF_2737_1_BM_CD138pos_pair
734	11	MMRF_2677_1_BM_CD138pos_pair
34	11	MMRF_1157_1_BM_CD138pos_pair
676	11	MMRF_2563_1_BM_CD138pos_pair
13	11	MMRF_1054_1_BM_CD138pos_pair
478	11	MMRF_2173_1_BM_CD138pos_pair
751	11	MMRF_2704_1_BM_CD138pos_pair
760	11	MMRF_2718_1_BM_CD138pos_pair
163	11	MMRF_1542_1_BM_CD138pos_pair
254	11	MMRF_1715_1_BM_CD138pos_pair
729	11	MMRF_2666_1_BM_CD138pos_pair
395	11	MMRF_1991_1_BM_CD138pos_pair
47	11	MMRF_1210_1_BM_CD138pos_pair
109	11	MMRF_1395_1_BM_CD138pos_pair
177	11	MMRF_1576_1_BM_CD138pos_pair
698	11	MMRF_2601_1_BM_CD138pos_pair
177	11	MMRF_1576_1_BM_CD138pos_pair
220	11	MMRF_1647_1_BM_CD138pos_pair
541	11	MMRF_2291_1_BM_CD138pos_pair
735	11	MMRF_2678_1_BM_CD138pos_pair
790	11	MMRF_2760_1_BM_CD138pos_pair
755	11	MMRF_2708_1_BM_CD138pos_pair
319	11	MMRF_1823_1_BM_CD138pos_pair
533	11	MMRF_2273_1_BM_CD138pos_pair
60	11	MMRF_1274_1_BM_CD138pos_pair
149	11	MMRF_1512_1_BM_CD138pos_pair
373	11	MMRF_1929_1_BM_CD138pos_pair
777	11	MMRF_2742_1_BM_CD138pos_pair
333	11	MMRF_1845_1_BM_CD138pos_pair
438	11	MMRF_2089_1_BM_CD138pos_pair
478	11	MMRF_2173_1_BM_CD138pos_pair
776	11	MMRF_2740_1_BM_CD138pos_pair
433	11	MMRF_2080_1_BM_CD138pos_pair
649	11	MMRF_2505_1_BM_CD138pos_pair
786	11	MMRF_2755_1_BM_CD138pos_pair
592	11	MMRF_2401_1_BM_CD138pos_pair
19	11	MMRF_1078_1_BM_CD138pos_pair
189	11	MMRF_1598_1_BM_CD138pos_pair
258	11	MMRF_1720_1_BM_CD138pos_pair
7	11	MMRF_1033_1_BM_CD138pos_pair
118	11	MMRF_1431_1_BM_CD138pos_pair
407	11	MMRF_2007_1_BM_CD138pos_pair
424	11	MMRF_2058_1_BM_CD138pos_pair
289	11	MMRF_1777_1_BM_CD138pos_pair
544	11	MMRF_2297_1_BM_CD138pos_pair
813	11	MMRF_2794_1_BM_CD138pos_pair
815	11	MMRF_2799_1_BM_CD138pos_pair
146	11	MMRF_1506_1_BM_CD138pos_pair
798	11	MMRF_2769_1_BM_CD138pos_pair
460	11	MMRF_2129_1_BM_CD138pos_pair
613	11	MMRF_2444_1_BM_CD138pos_pair
159	11	MMRF_1537_1_BM_CD138pos_pair
159	11	MMRF_1537_1_BM_CD138pos_pair
810	11	MMRF_2789_1_BM_CD138pos_pair
554	11	MMRF_2314_1_BM_CD138pos_pair
446	11	MMRF_2102_1_BM_CD138pos_pair
467	11	MMRF_2144_1_BM_CD138pos_pair
400	11	MMRF_1998_1_BM_CD138pos_pair
618	11	MMRF_2455_1_BM_CD138pos_pair
781	11	MMRF_2750_1_BM_CD138pos_pair
173	11	MMRF_1570_1_BM_CD138pos_pair
87	11	MMRF_1344_1_BM_CD138pos_pair
577	11	MMRF_2367_1_BM_CD138pos_pair
325	11	MMRF_1833_1_BM_CD138pos_pair
787	11	MMRF_2756_1_BM_CD138pos_pair
168	11	MMRF_1555_1_BM_CD138pos_pair
524	11	MMRF_2258_1_BM_CD138pos_pair
138	11	MMRF_1485_1_BM_CD138pos_pair
35	11	MMRF_1164_1_BM_CD138pos_pair
322	11	MMRF_1830_1_BM_CD138pos_pair
268	11	MMRF_1736_1_BM_CD138pos_pair
97	11	MMRF_1361_1_BM_CD138pos_pair
61	11	MMRF_1277_1_BM_CD138pos_pair
199	11	MMRF_1617_1_BM_CD138pos_pair
217	11	MMRF_1644_1_BM_CD138pos_pair
658	11	MMRF_2522_1_BM_CD138pos_pair
841	11	MMRF_2838_1_BM_CD138pos_pair
561	11	MMRF_2328_1_BM_CD138pos_pair
837	11	MMRF_2833_1_BM_CD138pos_pair
372	11	MMRF_1928_1_BM_CD138pos_pair
789	11	MMRF_2758_1_BM_CD138pos_pair
434	11	MMRF_2081_1_BM_CD138pos_pair
562	11	MMRF_2329_1_BM_CD138pos_pair
836	11	MMRF_2832_1_BM_CD138pos_pair
309	11	MMRF_1807_1_BM_CD138pos_pair
96	11	MMRF_1360_1_BM_CD138pos_pair
35	11	MMRF_1164_1_BM_CD138pos_pair
561	11	MMRF_2328_1_BM_CD138pos_pair
46	11	MMRF_1202_1_BM_CD138pos_pair
505	11	MMRF_2223_1_BM_CD138pos_pair
45	11	MMRF_1195_1_BM_CD138pos_pair
685	11	MMRF_2579_1_BM_CD138pos_pair
338	11	MMRF_1854_1_BM_CD138pos_pair
620	11	MMRF_2457_1_BM_CD138pos_pair
669	11	MMRF_2545_1_BM_CD138pos_pair
810	11	MMRF_2789_1_BM_CD138pos_pair
833	11	MMRF_2829_1_BM_CD138pos_pair
637	11	MMRF_2486_1_BM_CD138pos_pair
90	11	MMRF_1352_1_BM_CD138pos_pair
494	11	MMRF_2201_1_BM_CD138pos_pair
809	11	MMRF_2788_1_BM_CD138pos_pair
201	11	MMRF_1621_1_BM_CD138pos_pair
713	11	MMRF_2638_1_BM_CD138pos_pair
805	11	MMRF_2779_1_BM_CD138pos_pair
529	11	MMRF_2269_1_BM_CD138pos_pair
471	11	MMRF_2152_1_BM_CD138pos_pair
70	11	MMRF_1307_1_BM_CD138pos_pair
631	11	MMRF_2475_1_BM_CD138pos_pair
710	11	MMRF_2634_1_BM_CD138pos_pair
82	11	MMRF_1331_1_BM_CD138pos_pair
420	11	MMRF_2050_1_BM_CD138pos_pair
656	11	MMRF_2518_1_BM_CD138pos_pair
58	11	MMRF_1269_1_BM_CD138pos_pair
716	11	MMRF_2642_1_BM_CD138pos_pair
641	11	MMRF_2490_1_BM_CD138pos_pair
729	11	MMRF_2666_1_BM_CD138pos_pair
94	11	MMRF_1358_1_BM_CD138pos_pair
480	11	MMRF_2176_1_BM_CD138pos_pair
780	11	MMRF_2746_1_BM_CD138pos_pair
223	11	MMRF_1651_1_BM_CD138pos_pair
490	11	MMRF_2197_1_BM_CD138pos_pair
443	11	MMRF_2097_1_BM_CD138pos_pair
564	11	MMRF_2331_1_BM_CD138pos_pair
837	11	MMRF_2833_1_BM_CD138pos_pair
315	11	MMRF_1817_1_BM_CD138pos_pair
580	11	MMRF_2377_1_BM_CD138pos_pair
474	11	MMRF_2167_1_BM_CD138pos_pair
767	11	MMRF_2729_1_BM_CD138pos_pair
286	11	MMRF_1773_1_BM_CD138pos_pair
751	11	MMRF_2704_1_BM_CD138pos_pair
809	11	MMRF_2788_1_BM_CD138pos_pair
614	11	MMRF_2445_1_BM_CD138pos_pair
519	11	MMRF_2246_1_BM_CD138pos_pair
617	11	MMRF_2453_1_BM_CD138pos_pair
529	11	MMRF_2269_1_BM_CD138pos_pair
562	11	MMRF_2329_1_BM_CD138pos_pair
370	11	MMRF_1922_1_BM_CD138pos_pair
65	11	MMRF_1286_1_BM_CD138pos_pair
794	11	MMRF_2764_1_BM_CD138pos_pair
715	11	MMRF_2641_1_BM_CD138pos_pair
281	11	MMRF_1763_1_BM_CD138pos_pair
152	11	MMRF_1522_1_BM_CD138pos_pair
138	11	MMRF_1485_1_BM_CD138pos_pair
718	11	MMRF_2646_1_BM_CD138pos_pair
198	11	MMRF_1614_1_BM_CD138pos_pair
701	11	MMRF_2605_1_BM_CD138pos_pair
707	11	MMRF_2622_1_BM_CD138pos_pair
808	11	MMRF_2787_1_BM_CD138pos_pair
680	11	MMRF_2570_1_BM_CD138pos_pair
323	11	MMRF_1831_1_BM_CD138pos_pair
78	11	MMRF_1324_1_BM_CD138pos_pair
544	11	MMRF_2297_1_BM_CD138pos_pair
502	11	MMRF_2216_1_BM_CD138pos_pair
368	11	MMRF_1918_1_BM_CD138pos_pair
783	11	MMRF_2752_1_BM_CD138pos_pair
508	11	MMRF_2226_1_BM_CD138pos_pair
304	11	MMRF_1796_1_BM_CD138pos_pair
233	11	MMRF_1671_1_BM_CD138pos_pair
650	11	MMRF_2506_1_BM_CD138pos_pair
531	11	MMRF_2271_1_BM_CD138pos_pair
592	11	MMRF_2401_1_BM_CD138pos_pair
353	11	MMRF_1881_1_BM_CD138pos_pair
125	11	MMRF_1446_1_BM_CD138pos_pair
324	11	MMRF_1832_1_BM_CD138pos_pair
599	11	MMRF_2413_1_BM_CD138pos_pair
599	11	MMRF_2413_1_BM_CD138pos_pair
252	11	MMRF_1713_1_BM_CD138pos_pair
183	11	MMRF_1588_1_BM_CD138pos_pair
579	11	MMRF_2373_1_BM_CD138pos_pair
707	11	MMRF_2622_1_BM_CD138pos_pair
76	11	MMRF_1320_1_BM_CD138pos_pair
818	11	MMRF_2807_1_BM_CD138pos_pair
607	11	MMRF_2433_1_BM_CD138pos_pair
166	11	MMRF_1547_1_BM_CD138pos_pair
605	11	MMRF_2428_1_BM_CD138pos_pair
700	11	MMRF_2604_1_BM_CD138pos_pair
510	11	MMRF_2230_1_BM_CD138pos_pair
162	11	MMRF_1541_1_BM_CD138pos_pair
373	11	MMRF_1929_1_BM_CD138pos_pair
525	11	MMRF_2265_1_BM_CD138pos_pair
579	11	MMRF_2373_1_BM_CD138pos_pair
34	11	MMRF_1157_1_BM_CD138pos_pair
368	11	MMRF_1918_1_BM_CD138pos_pair
65	11	MMRF_1286_1_BM_CD138pos_pair
104	11	MMRF_1388_1_BM_CD138pos_pair
793	11	MMRF_2763_1_BM_CD138pos_pair
467	11	MMRF_2144_1_BM_CD138pos_pair
789	11	MMRF_2758_1_BM_CD138pos_pair
476	11	MMRF_2170_1_BM_CD138pos_pair
638	11	MMRF_2487_1_BM_CD138pos_pair
422	11	MMRF_2055_1_BM_CD138pos_pair
21	11	MMRF_1082_1_BM_CD138pos_pair
306	11	MMRF_1801_1_BM_CD138pos_pair
761	11	MMRF_2719_1_BM_CD138pos_pair
185	11	MMRF_1593_1_BM_CD138pos_pair
347	11	MMRF_1866_1_BM_CD138pos_pair
419	11	MMRF_2047_1_BM_CD138pos_pair
728	11	MMRF_2665_1_BM_CD138pos_pair
328	11	MMRF_1837_1_BM_CD138pos_pair
484	11	MMRF_2185_1_BM_CD138pos_pair
721	11	MMRF_2651_1_BM_CD138pos_pair
174	11	MMRF_1572_1_BM_CD138pos_pair
397	11	MMRF_1994_1_BM_CD138pos_pair
488	11	MMRF_2194_1_BM_CD138pos_pair
792	11	MMRF_2762_1_BM_CD138pos_pair
50	11	MMRF_1235_1_BM_CD138pos_pair
143	11	MMRF_1501_1_BM_CD138pos_pair
791	11	MMRF_2761_1_BM_CD138pos_pair
203	11	MMRF_1624_1_BM_CD138pos_pair
110	11	MMRF_1401_1_BM_CD138pos_pair
172	11	MMRF_1568_1_BM_CD138pos_pair
76	11	MMRF_1320_1_BM_CD138pos_pair
843	11	MMRF_2840_1_BM_CD138pos_pair
644	11	MMRF_2498_1_BM_CD138pos_pair
235	11	MMRF_1674_1_BM_CD138pos_pair
13	11	MMRF_1054_1_BM_CD138pos_pair
481	11	MMRF_2180_1_BM_CD138pos_pair
426	11	MMRF_2061_1_BM_CD138pos_pair
296	11	MMRF_1785_1_BM_CD138pos_pair
124	11	MMRF_1445_1_BM_CD138pos_pair
212	11	MMRF_1639_1_BM_CD138pos_pair
154	11	MMRF_1525_1_BM_CD138pos_pair
607	11	MMRF_2433_1_BM_CD138pos_pair
546	11	MMRF_2301_1_BM_CD138pos_pair
168	11	MMRF_1555_1_BM_CD138pos_pair
471	11	MMRF_2152_1_BM_CD138pos_pair
420	11	MMRF_2050_1_BM_CD138pos_pair
192	11	MMRF_1603_1_BM_CD138pos_pair
653	11	MMRF_2514_1_BM_CD138pos_pair
298	11	MMRF_1787_1_BM_CD138pos_pair
744	11	MMRF_2695_1_BM_CD138pos_pair
840	11	MMRF_2836_1_BM_CD138pos_pair
675	11	MMRF_2560_1_BM_CD138pos_pair
663	11	MMRF_2532_1_BM_CD138pos_pair
352	11	MMRF_1880_1_BM_CD138pos_pair
503	11	MMRF_2220_1_BM_CD138pos_pair
441	11	MMRF_2093_1_BM_CD138pos_pair
382	11	MMRF_1963_1_BM_CD138pos_pair
237	11	MMRF_1677_1_BM_CD138pos_pair
423	11	MMRF_2056_1_BM_CD138pos_pair
422	11	MMRF_2055_1_BM_CD138pos_pair
139	11	MMRF_1486_1_BM_CD138pos_pair
53	11	MMRF_1252_1_BM_CD138pos_pair
100	11	MMRF_1377_1_BM_CD138pos_pair
198	11	MMRF_1614_1_BM_CD138pos_pair
665	11	MMRF_2538_1_BM_CD138pos_pair
771	11	MMRF_2733_1_BM_CD138pos_pair
761	11	MMRF_2719_1_BM_CD138pos_pair
273	11	MMRF_1746_1_BM_CD138pos_pair
159	11	MMRF_1537_1_BM_CD138pos_pair
29	11	MMRF_1108_1_BM_CD138pos_pair
103	11	MMRF_1386_1_BM_CD138pos_pair
37	11	MMRF_1169_1_BM_CD138pos_pair
128	11	MMRF_1451_1_BM_CD138pos_pair
620	11	MMRF_2457_1_BM_CD138pos_pair
562	11	MMRF_2329_1_BM_CD138pos_pair
711	11	MMRF_2636_1_BM_CD138pos_pair
534	11	MMRF_2279_1_BM_CD138pos_pair
210	11	MMRF_1634_1_BM_CD138pos_pair
8	11	MMRF_1037_1_BM_CD138pos_pair
321	11	MMRF_1825_1_BM_CD138pos_pair
439	11	MMRF_2090_1_BM_CD138pos_pair
154	11	MMRF_1525_1_BM_CD138pos_pair
667	11	MMRF_2541_1_BM_CD138pos_pair
638	11	MMRF_2487_1_BM_CD138pos_pair
433	11	MMRF_2080_1_BM_CD138pos_pair
665	11	MMRF_2538_1_BM_CD138pos_pair
618	11	MMRF_2455_1_BM_CD138pos_pair
424	11	MMRF_2058_1_BM_CD138pos_pair
682	11	MMRF_2573_1_BM_CD138pos_pair
844	11	MMRF_2847_1_BM_CD138pos_pair
229	11	MMRF_1664_1_BM_CD138pos_pair
518	11	MMRF_2245_1_BM_CD138pos_pair
114	11	MMRF_1423_1_BM_CD138pos_pair
829	11	MMRF_2823_1_BM_CD138pos_pair
128	11	MMRF_1451_1_BM_CD138pos_pair
14	11	MMRF_1055_1_BM_CD138pos_pair
765	11	MMRF_2727_1_BM_CD138pos_pair
30	11	MMRF_1129_1_BM_CD138pos_pair
642	11	MMRF_2493_1_BM_CD138pos_pair
245	11	MMRF_1694_1_BM_CD138pos_pair
41	11	MMRF_1180_1_BM_CD138pos_pair
177	11	MMRF_1576_1_BM_CD138pos_pair
387	11	MMRF_1972_1_BM_CD138pos_pair
290	11	MMRF_1778_1_BM_CD138pos_pair
734	11	MMRF_2677_1_BM_CD138pos_pair
111	11	MMRF_1403_1_BM_CD138pos_pair
847	11	MMRF_2853_1_BM_CD138pos_pair
351	11	MMRF_1879_1_BM_CD138pos_pair
476	11	MMRF_2170_1_BM_CD138pos_pair
537	11	MMRF_2286_1_BM_CD138pos_pair
258	11	MMRF_1720_1_BM_CD138pos_pair
524	11	MMRF_2258_1_BM_CD138pos_pair
642	11	MMRF_2493_1_BM_CD138pos_pair
502	11	MMRF_2216_1_BM_CD138pos_pair
655	11	MMRF_2517_1_BM_CD138pos_pair
277	11	MMRF_1758_1_BM_CD138pos_pair
73	11	MMRF_1311_1_BM_CD138pos_pair
740	11	MMRF_2688_1_BM_CD138pos_pair
823	11	MMRF_2817_1_BM_CD138pos_pair
555	11	MMRF_2316_1_BM_CD138pos_pair
70	11	MMRF_1307_1_BM_CD138pos_pair
126	11	MMRF_1447_1_BM_CD138pos_pair
189	11	MMRF_1598_1_BM_CD138pos_pair
679	11	MMRF_2568_1_BM_CD138pos_pair
5	11	MMRF_1031_1_BM_CD138pos_pair
763	11	MMRF_2722_1_BM_CD138pos_pair
254	11	MMRF_1715_1_BM_CD138pos_pair
120	11	MMRF_1433_1_BM_CD138pos_pair
719	11	MMRF_2647_1_BM_CD138pos_pair
212	11	MMRF_1639_1_BM_CD138pos_pair
305	11	MMRF_1797_1_BM_CD138pos_pair
33	11	MMRF_1153_1_BM_CD138pos_pair
314	11	MMRF_1816_1_BM_CD138pos_pair
286	11	MMRF_1773_1_BM_CD138pos_pair
838	11	MMRF_2834_1_BM_CD138pos_pair
32	11	MMRF_1151_1_BM_CD138pos_pair
551	11	MMRF_2308_1_BM_CD138pos_pair
94	11	MMRF_1358_1_BM_CD138pos_pair
396	11	MMRF_1992_1_BM_CD138pos_pair
496	11	MMRF_2204_1_BM_CD138pos_pair
367	11	MMRF_1917_1_BM_CD138pos_pair
97	11	MMRF_1361_1_BM_CD138pos_pair
450	11	MMRF_2112_1_BM_CD138pos_pair
266	11	MMRF_1733_1_BM_CD138pos_pair
623	11	MMRF_2461_1_BM_CD138pos_pair
89	11	MMRF_1349_1_BM_CD138pos_pair
361	11	MMRF_1900_1_BM_CD138pos_pair
269	11	MMRF_1738_1_BM_CD138pos_pair
252	11	MMRF_1713_1_BM_CD138pos_pair
149	11	MMRF_1512_1_BM_CD138pos_pair
582	11	MMRF_2379_1_BM_CD138pos_pair
798	11	MMRF_2769_1_BM_CD138pos_pair
335	11	MMRF_1847_1_BM_CD138pos_pair
755	11	MMRF_2708_1_BM_CD138pos_pair
176	11	MMRF_1574_1_BM_CD138pos_pair
661	11	MMRF_2525_1_BM_CD138pos_pair
48	11	MMRF_1216_1_BM_CD138pos_pair
116	11	MMRF_1425_1_BM_CD138pos_pair
746	11	MMRF_2698_1_BM_CD138pos_pair
201	11	MMRF_1621_1_BM_CD138pos_pair
106	11	MMRF_1391_1_BM_CD138pos_pair
404	11	MMRF_2002_1_BM_CD138pos_pair
661	11	MMRF_2525_1_BM_CD138pos_pair
412	11	MMRF_2018_1_BM_CD138pos_pair
762	11	MMRF_2721_1_BM_CD138pos_pair
307	11	MMRF_1802_1_BM_CD138pos_pair
730	11	MMRF_2667_1_BM_CD138pos_pair
141	11	MMRF_1491_1_BM_CD138pos_pair
802	11	MMRF_2775_1_BM_CD138pos_pair
584	11	MMRF_2383_1_BM_CD138pos_pair
810	11	MMRF_2789_1_BM_CD138pos_pair
5	11	MMRF_1031_1_BM_CD138pos_pair
37	11	MMRF_1169_1_BM_CD138pos_pair
437	11	MMRF_2087_1_BM_CD138pos_pair
706	11	MMRF_2621_1_BM_CD138pos_pair
212	11	MMRF_1639_1_BM_CD138pos_pair
573	11	MMRF_2362_1_BM_CD138pos_pair
421	11	MMRF_2054_1_BM_CD138pos_pair
481	11	MMRF_2180_1_BM_CD138pos_pair
434	11	MMRF_2081_1_BM_CD138pos_pair
253	11	MMRF_1714_1_BM_CD138pos_pair
267	11	MMRF_1735_1_BM_CD138pos_pair
396	11	MMRF_1992_1_BM_CD138pos_pair
755	11	MMRF_2708_1_BM_CD138pos_pair
822	12	MMRF_2816_1_BM_CD138pos_pair
302	12	MMRF_1794_1_BM_CD138pos_pair
654	12	MMRF_2516_1_BM_CD138pos_pair
561	12	MMRF_2328_1_BM_CD138pos_pair
16	12	MMRF_1068_1_BM_CD138pos_pair
82	12	MMRF_1331_1_BM_CD138pos_pair
346	12	MMRF_1865_1_BM_CD138pos_pair
113	12	MMRF_1413_1_BM_CD138pos_pair
686	12	MMRF_2580_1_BM_CD138pos_pair
644	12	MMRF_2498_1_BM_CD138pos_pair
1	12	MMRF_1016_1_BM_CD138pos_pair
522	12	MMRF_2253_1_BM_CD138pos_pair
594	12	MMRF_2407_1_BM_CD138pos_pair
119	12	MMRF_1432_1_BM_CD138pos_pair
450	12	MMRF_2112_1_BM_CD138pos_pair
305	12	MMRF_1797_1_BM_CD138pos_pair
217	12	MMRF_1644_1_BM_CD138pos_pair
330	12	MMRF_1839_1_BM_CD138pos_pair
657	12	MMRF_2519_1_BM_CD138pos_pair
223	12	MMRF_1651_1_BM_CD138pos_pair
798	12	MMRF_2769_1_BM_CD138pos_pair
269	12	MMRF_1738_1_BM_CD138pos_pair
822	12	MMRF_2816_1_BM_CD138pos_pair
177	12	MMRF_1576_1_BM_CD138pos_pair
28	12	MMRF_1107_1_BM_CD138pos_pair
397	12	MMRF_1994_1_BM_CD138pos_pair
580	12	MMRF_2377_1_BM_CD138pos_pair
825	12	MMRF_2819_1_BM_CD138pos_pair
497	12	MMRF_2207_1_BM_CD138pos_pair
581	12	MMRF_2378_1_BM_CD138pos_pair
395	12	MMRF_1991_1_BM_CD138pos_pair
604	12	MMRF_2427_1_BM_CD138pos_pair
17	12	MMRF_1073_1_BM_CD138pos_pair
377	12	MMRF_1935_1_BM_CD138pos_pair
407	12	MMRF_2007_1_BM_CD138pos_pair
438	12	MMRF_2089_1_BM_CD138pos_pair
735	12	MMRF_2678_1_BM_CD138pos_pair
840	12	MMRF_2836_1_BM_CD138pos_pair
196	12	MMRF_1610_1_BM_CD138pos_pair
468	12	MMRF_2149_1_BM_CD138pos_pair
811	12	MMRF_2792_1_BM_CD138pos_pair
803	12	MMRF_2776_1_BM_CD138pos_pair
611	12	MMRF_2440_1_BM_CD138pos_pair
340	12	MMRF_1856_1_BM_CD138pos_pair
278	12	MMRF_1759_1_BM_CD138pos_pair
545	12	MMRF_2300_1_BM_CD138pos_pair
792	12	MMRF_2762_1_BM_CD138pos_pair
510	12	MMRF_2230_1_BM_CD138pos_pair
751	12	MMRF_2704_1_BM_CD138pos_pair
226	12	MMRF_1655_1_BM_CD138pos_pair
36	12	MMRF_1167_1_BM_CD138pos_pair
405	12	MMRF_2005_1_BM_CD138pos_pair
293	12	MMRF_1782_1_BM_CD138pos_pair
149	12	MMRF_1512_1_BM_CD138pos_pair
718	12	MMRF_2646_1_BM_CD138pos_pair
665	12	MMRF_2538_1_BM_CD138pos_pair
680	12	MMRF_2570_1_BM_CD138pos_pair
251	12	MMRF_1710_1_BM_CD138pos_pair
469	12	MMRF_2150_1_BM_CD138pos_pair
767	12	MMRF_2729_1_BM_CD138pos_pair
536	12	MMRF_2284_1_BM_CD138pos_pair
822	12	MMRF_2816_1_BM_CD138pos_pair
157	12	MMRF_1534_1_BM_CD138pos_pair
417	12	MMRF_2041_1_BM_CD138pos_pair
331	12	MMRF_1841_1_BM_CD138pos_pair
361	12	MMRF_1900_1_BM_CD138pos_pair
454	12	MMRF_2118_1_BM_CD138pos_pair
716	12	MMRF_2642_1_BM_CD138pos_pair
292	12	MMRF_1781_1_BM_CD138pos_pair
703	12	MMRF_2609_1_BM_CD138pos_pair
2	12	MMRF_1021_1_BM_CD138pos_pair
383	12	MMRF_1965_1_BM_CD138pos_pair
558	12	MMRF_2325_1_BM_CD138pos_pair
164	12	MMRF_1543_1_BM_CD138pos_pair
762	12	MMRF_2721_1_BM_CD138pos_pair
403	12	MMRF_2001_1_BM_CD138pos_pair
699	12	MMRF_2602_1_BM_CD138pos_pair
779	12	MMRF_2745_1_BM_CD138pos_pair
106	12	MMRF_1391_1_BM_CD138pos_pair
821	12	MMRF_2815_1_BM_CD138pos_pair
171	12	MMRF_1565_1_BM_CD138pos_pair
401	12	MMRF_1999_1_BM_CD138pos_pair
624	12	MMRF_2464_1_BM_CD138pos_pair
554	12	MMRF_2314_1_BM_CD138pos_pair
510	12	MMRF_2230_1_BM_CD138pos_pair
65	12	MMRF_1286_1_BM_CD138pos_pair
18	12	MMRF_1077_1_BM_CD138pos_pair
541	12	MMRF_2291_1_BM_CD138pos_pair
240	12	MMRF_1682_1_BM_CD138pos_pair
31	12	MMRF_1148_1_BM_CD138pos_pair
402	12	MMRF_2000_1_BM_CD138pos_pair
504	12	MMRF_2222_1_BM_CD138pos_pair
631	12	MMRF_2475_1_BM_CD138pos_pair
209	12	MMRF_1633_1_BM_CD138pos_pair
193	12	MMRF_1605_1_BM_CD138pos_pair
250	12	MMRF_1706_1_BM_CD138pos_pair
269	12	MMRF_1738_1_BM_CD138pos_pair
216	12	MMRF_1643_1_BM_CD138pos_pair
195	12	MMRF_1608_1_BM_CD138pos_pair
279	12	MMRF_1760_1_BM_CD138pos_pair
440	12	MMRF_2091_1_BM_CD138pos_pair
200	12	MMRF_1618_1_BM_CD138pos_pair
503	12	MMRF_2220_1_BM_CD138pos_pair
264	12	MMRF_1727_1_BM_CD138pos_pair
768	12	MMRF_2730_1_BM_CD138pos_pair
815	12	MMRF_2799_1_BM_CD138pos_pair
112	12	MMRF_1408_1_BM_CD138pos_pair
90	12	MMRF_1352_1_BM_CD138pos_pair
642	12	MMRF_2493_1_BM_CD138pos_pair
331	12	MMRF_1841_1_BM_CD138pos_pair
249	12	MMRF_1705_1_BM_CD138pos_pair
74	12	MMRF_1312_1_BM_CD138pos_pair
96	12	MMRF_1360_1_BM_CD138pos_pair
208	12	MMRF_1630_1_BM_CD138pos_pair
66	12	MMRF_1290_1_BM_CD138pos_pair
229	12	MMRF_1664_1_BM_CD138pos_pair
82	12	MMRF_1331_1_BM_CD138pos_pair
377	12	MMRF_1935_1_BM_CD138pos_pair
93	12	MMRF_1356_1_BM_CD138pos_pair
439	12	MMRF_2090_1_BM_CD138pos_pair
33	12	MMRF_1153_1_BM_CD138pos_pair
386	12	MMRF_1971_1_BM_CD138pos_pair
330	12	MMRF_1839_1_BM_CD138pos_pair
603	12	MMRF_2426_1_BM_CD138pos_pair
471	12	MMRF_2152_1_BM_CD138pos_pair
762	12	MMRF_2721_1_BM_CD138pos_pair
468	12	MMRF_2149_1_BM_CD138pos_pair
420	12	MMRF_2050_1_BM_CD138pos_pair
631	12	MMRF_2475_1_BM_CD138pos_pair
155	12	MMRF_1531_1_BM_CD138pos_pair
63	12	MMRF_1284_1_BM_CD138pos_pair
492	12	MMRF_2199_1_BM_CD138pos_pair
785	12	MMRF_2754_1_BM_CD138pos_pair
687	12	MMRF_2581_1_BM_CD138pos_pair
293	12	MMRF_1782_1_BM_CD138pos_pair
135	12	MMRF_1474_1_BM_CD138pos_pair
770	12	MMRF_2732_1_BM_CD138pos_pair
522	12	MMRF_2253_1_BM_CD138pos_pair
588	12	MMRF_2394_1_BM_CD138pos_pair
169	12	MMRF_1560_1_BM_CD138pos_pair
606	12	MMRF_2429_1_BM_CD138pos_pair
104	12	MMRF_1388_1_BM_CD138pos_pair
799	12	MMRF_2770_1_BM_CD138pos_pair
551	12	MMRF_2308_1_BM_CD138pos_pair
473	12	MMRF_2159_1_BM_CD138pos_pair
564	12	MMRF_2331_1_BM_CD138pos_pair
428	12	MMRF_2063_1_BM_CD138pos_pair
776	12	MMRF_2740_1_BM_CD138pos_pair
321	12	MMRF_1825_1_BM_CD138pos_pair
348	12	MMRF_1867_1_BM_CD138pos_pair
