sample	variable	value	purity	thresh	call	chrarm	CI95	HD_chr
CTF026	del_chr_19q	0	0.98	0.05102040816326531	0	chr_19q	0.003	no
CTF026	del_chr_20p	0	0.98	0.05102040816326531	0	chr_20p	0.003	no
CTF026	del_chr_20q	0	0.98	0.05102040816326531	0	chr_20q	0.0036	no
CTF026	del_chr_21q	0.001	0.98	0.05102040816326531	0	chr_21q	0.0031	no
CTF026	del_chr_22q_XBP1	0.978	0.98	0.05102040816326531	1	chr_22q_XBP1	0.0032	no
CTF026	HyperDiploidy	1	0.98	0.05102040816326531	1	NA	0.0028	NA
CTF028	amp_chr_1p	0	1	0.05	0	chr_1p	0.0016	no
CTF028	amp_chr_1q_MCL1	0.969	1	0.05	1	chr_1q_MCL1	0.0018	no
CTF028	amp_chr_2p	0.006	1	0.05	0	chr_2p	0.0032	no
CTF028	amp_chr_2q	0	1	0.05	0	chr_2q	0.0019	no
CTF028	amp_chr_3p	0	1	0.05	0	chr_3p	0.0018	yes
CTF028	amp_chr_3q_TERC	0	1	0.05	0	chr_3q_TERC	0.0017	yes
CTF028	amp_chr_4p	0	1	0.05	0	chr_4p	0.0025	no
CTF028	amp_chr_4q	0	1	0.05	0	chr_4q	0.0015	no
CTF028	amp_chr_5p	0	1	0.05	0	chr_5p	0.0013	yes
CTF028	amp_chr_5q	0	1	0.05	0	chr_5q	0.0013	yes
CTF028	amp_chr_6p	0	1	0.05	0	chr_6p	0.0029	no
CTF028	amp_chr_6q	0	1	0.05	0	chr_6q	0.0016	no
CTF028	amp_chr_7p	0	1	0.05	0	chr_7p	0.0022	yes
CTF028	amp_chr_7q	0	1	0.05	0	chr_7q	0.0027	yes
CTF028	amp_chr_8p	0	1	0.05	0	chr_8p	0.0015	no
CTF028	amp_chr_8q_MYC_amp	0	1	0.05	0	chr_8q_MYC_amp	0.0015	no
CTF028	amp_chr_9p	0	1	0.05	0	chr_9p	0.0026	yes
CTF028	amp_chr_9q	0	1	0.05	0	chr_9q	0.0021	yes
CTF028	amp_chr_10p	0.035	1	0.05	0	chr_10p	0.0036	no
CTF028	amp_chr_10q	0.024	1	0.05	0	chr_10q	0.0026	no
CTF028	amp_chr_11p	0	1	0.05	0	chr_11p	0.0015	yes
CTF028	amp_chr_11q	0	1	0.05	0	chr_11q	0.0015	yes
CTF028	amp_chr_12p	0	1	0.05	0	chr_12p	0.0032	no
CTF028	amp_chr_12q	0	1	0.05	0	chr_12q	0.0018	no
CTF028	amp_chr_13q	0.003	1	0.05	0	chr_13q	0.0018	no
CTF028	amp_chr_14q	0	1	0.05	0	chr_14q	0.0027	no
CTF028	amp_chr_15q	0	1	0.05	0	chr_15q	0.002	yes
CTF028	amp_chr_16p_BCMA	0	1	0.05	0	chr_16p_BCMA	0.0044	no
CTF028	amp_chr_16q	0	1	0.05	0	chr_16q	0.0027	no
CTF028	amp_chr_17p	0.043	1	0.05	0	chr_17p	0.0054	no
CTF028	amp_chr_17q	0.045	1	0.05	0	chr_17q	0.0044	no
CTF028	amp_chr_18p	0	1	0.05	0	chr_18p	0.0044	no
CTF028	amp_chr_18q	0	1	0.05	0	chr_18q	0.0023	no
CTF028	amp_chr_19p	0.012	1	0.05	0	chr_19p	0.0054	yes
CTF028	amp_chr_19q	0.006	1	0.05	0	chr_19q	0.0032	yes
CTF028	amp_chr_20p	0	1	0.05	0	chr_20p	0.0023	no
CTF028	amp_chr_20q	0	1	0.05	0	chr_20q	0.0023	no
CTF028	amp_chr_21q	0	1	0.05	0	chr_21q	0.003	yes
CTF028	amp_chr_22q	0.005	1	0.05	0	chr_22q	0.0044	no
CTF028	del_chr_1p_CDKN2C	0.006	1	0.05	0	chr_1p_CDKN2C	0.0016	no
CTF028	del_chr_1p_EVI5	0.006	1	0.05	0	chr_1p_EVI5	0.0016	no
CTF028	del_chr_1p_TENT5C	0.006	1	0.05	0	chr_1p_TENT5C	0.0016	no
CTF028	del_chr_1q	0	1	0.05	0	chr_1q	0.0018	no
CTF028	del_chr_2p	0	1	0.05	0	chr_2p	0.0032	no
CTF028	del_chr_2q_SP140	0.006	1	0.05	0	chr_2q_SP140	0.0035	no
CTF028	del_chr_3p	0.01	1	0.05	0	chr_3p	0.0018	no
CTF028	del_chr_3q_BCL6	0.012	1	0.05	0	chr_3q_BCL6	0.0017	no
CTF028	del_chr_4p_NSD2	0.011	1	0.05	0	chr_4p_NSD2	0.0025	no
CTF028	del_chr_4q	0.015	1	0.05	0	chr_4q	0.0015	no
CTF028	del_chr_5p	0.006	1	0.05	0	chr_5p	0.0013	no
CTF028	del_chr_5q	0.006	1	0.05	0	chr_5q	0.0013	no
CTF028	del_chr_6p	0.006	1	0.05	0	chr_6p	0.0029	no
CTF028	del_chr_6q	0.005	1	0.05	0	chr_6q	0.0016	no
CTF028	del_chr_7p	0.006	1	0.05	0	chr_7p	0.0022	no
CTF028	del_chr_7q	0.004	1	0.05	0	chr_7q	0.0027	no
CTF028	del_chr_8p	0.003	1	0.05	0	chr_8p	0.0015	no
CTF028	del_chr_8q_MYC_del	0.003	1	0.05	0	chr_8q_MYC_del	0.0015	no
CTF028	del_chr_9p	0.019	1	0.05	0	chr_9p	0.0026	no
CTF028	del_chr_9q	0	1	0.05	0	chr_9q	0.0021	no
CTF028	del_chr_10p	0	1	0.05	0	chr_10p	0.0036	no
CTF028	del_chr_10q	0	1	0.05	0	chr_10q	0.0026	no
CTF028	del_chr_11p	0.006	1	0.05	0	chr_11p	0.0015	no
CTF028	del_chr_11q_BIRC2	0.006	1	0.05	0	chr_11q_BIRC2	0.0015	no
CTF028	del_chr_12p	0.01	1	0.05	0	chr_12p	0.0032	no
CTF028	del_chr_12q	0.002	1	0.05	0	chr_12q	0.0018	no
CTF028	del_chr_13q	0	1	0.05	0	chr_13q	0.0018	no
CTF028	del_chr_14q_MAX	0.009	1	0.05	0	chr_14q_MAX	0.0024	no
CTF028	del_chr_15q	0.007	1	0.05	0	chr_15q	0.002	no
CTF028	del_chr_16p	0.009	1	0.05	0	chr_16p	0.0051	no
CTF028	del_chr_16q_CYLD	0.982	1	0.05	1	chr_16q_CYLD	0.0027	no
CTF028	del_chr_17p	0	1	0.05	0	chr_17p	0.0054	no
CTF028	del_chr_17q	0	1	0.05	0	chr_17q	0.0044	no
CTF028	del_chr_18p	0.009	1	0.05	0	chr_18p	0.0044	no
CTF028	del_chr_18q	0.01	1	0.05	0	chr_18q	0.0023	no
CTF028	del_chr_19p	0	1	0.05	0	chr_19p	0.0054	no
CTF028	del_chr_19q	0	1	0.05	0	chr_19q	0.0032	no
CTF028	del_chr_20p	0	1	0.05	0	chr_20p	0.0023	no
CTF028	del_chr_20q	0	1	0.05	0	chr_20q	0.0023	no
CTF028	del_chr_21q	0.008	1	0.05	0	chr_21q	0.003	no
CTF028	del_chr_22q_XBP1	0	1	0.05	0	chr_22q_XBP1	0.0034	no
CTF028	HyperDiploidy	0	1	0.05	0	NA	0.0028	NA
CTF029	amp_chr_1p	0	1	0.05	0	chr_1p	0.0027	no
CTF029	amp_chr_1q_MCL1	0	1	0.05	0	chr_1q_MCL1	0.0088	no
CTF029	amp_chr_2p	0	1	0.05	0	chr_2p	0.0011	no
CTF029	amp_chr_2q	0	1	0.05	0	chr_2q	0.0011	no
CTF029	amp_chr_3p	0	1	0.05	0	chr_3p	0.002	yes
CTF029	amp_chr_3q_TERC	0	1	0.05	0	chr_3q_TERC	0.0014	yes
CTF029	amp_chr_4p	0.065	1	0.05	1	chr_4p	0.0025	no
CTF029	amp_chr_4q	0.063	1	0.05	1	chr_4q	0.0015	no
CTF029	amp_chr_5p	0	1	0.05	0	chr_5p	0.0013	yes
CTF029	amp_chr_5q	0	1	0.05	0	chr_5q	0.0013	yes
CTF029	amp_chr_6p	0	1	0.05	0	chr_6p	0.0034	no
CTF029	amp_chr_6q	0	1	0.05	0	chr_6q	0.0015	no
CTF029	amp_chr_7p	0.06	1	0.05	1	chr_7p	0.0014	yes
CTF029	amp_chr_7q	0.06	1	0.05	1	chr_7q	0.0014	yes
CTF029	amp_chr_8p	0.006	1	0.05	0	chr_8p	0.002	no
CTF029	amp_chr_8q_MYC_amp	0	1	0.05	0	chr_8q_MYC_amp	0.0021	no
CTF029	amp_chr_9p	0	1	0.05	0	chr_9p	0.0017	yes
CTF029	amp_chr_9q	0	1	0.05	0	chr_9q	0.0021	yes
CTF029	amp_chr_10p	0.005	1	0.05	0	chr_10p	0.0028	no
CTF029	amp_chr_10q	0.014	1	0.05	0	chr_10q	0.0025	no
CTF029	amp_chr_11p	0	1	0.05	0	chr_11p	0.0015	yes
CTF029	amp_chr_11q	0	1	0.05	0	chr_11q	0.0015	yes
CTF029	amp_chr_12p	0	1	0.05	0	chr_12p	0.0015	no
CTF029	amp_chr_12q	0	1	0.05	0	chr_12q	0.0015	no
CTF029	amp_chr_13q	0	1	0.05	0	chr_13q	0.0018	no
CTF029	amp_chr_14q	0	1	0.05	0	chr_14q	0.002	no
CTF029	amp_chr_15q	0	1	0.05	0	chr_15q	0.0034	yes
CTF029	amp_chr_16p_BCMA	0	1	0.05	0	chr_16p_BCMA	0.0031	no
CTF029	amp_chr_16q	0.001	1	0.05	0	chr_16q	0.0027	no
CTF029	amp_chr_17p	0	1	0.05	0	chr_17p	0.0037	no
CTF029	amp_chr_17q	0	1	0.05	0	chr_17q	0.0036	no
CTF029	amp_chr_18p	0.015	1	0.05	0	chr_18p	0.0044	no
CTF029	amp_chr_18q	0.011	1	0.05	0	chr_18q	0.0023	no
CTF029	amp_chr_19p	0.006	1	0.05	0	chr_19p	0.0024	yes
CTF029	amp_chr_19q	0.006	1	0.05	0	chr_19q	0.0024	yes
CTF029	amp_chr_20p	0	1	0.05	0	chr_20p	0.0023	no
CTF029	amp_chr_20q	0	1	0.05	0	chr_20q	0.0023	no
CTF029	amp_chr_21q	0	1	0.05	0	chr_21q	0.003	yes
CTF029	amp_chr_22q	0	1	0.05	0	chr_22q	0.0031	no
CTF029	del_chr_1p_CDKN2C	0.014	1	0.05	0	chr_1p_CDKN2C	0.0017	no
CTF029	del_chr_1p_EVI5	0.014	1	0.05	0	chr_1p_EVI5	0.0017	no
CTF029	del_chr_1p_TENT5C	0.014	1	0.05	0	chr_1p_TENT5C	0.0017	no
CTF029	del_chr_1q	0.01	1	0.05	0	chr_1q	0.0049	no
CTF029	del_chr_2p	0.012	1	0.05	0	chr_2p	0.0011	no
CTF029	del_chr_2q_SP140	0.012	1	0.05	0	chr_2q_SP140	0.0011	no
CTF029	del_chr_3p	0.017	1	0.05	0	chr_3p	0.002	no
CTF029	del_chr_3q_BCL6	0.019	1	0.05	0	chr_3q_BCL6	0.0014	no
CTF029	del_chr_4p_NSD2	0	1	0.05	0	chr_4p_NSD2	0.0025	no
CTF029	del_chr_4q	0	1	0.05	0	chr_4q	0.0015	no
CTF029	del_chr_5p	0.006	1	0.05	0	chr_5p	0.0013	no
CTF029	del_chr_5q	0.006	1	0.05	0	chr_5q	0.0013	no
CTF029	del_chr_6p	0.013	1	0.05	0	chr_6p	0.0034	no
CTF029	del_chr_6q	0.01	1	0.05	0	chr_6q	0.0015	no
CTF029	del_chr_7p	0	1	0.05	0	chr_7p	0.0014	no
CTF029	del_chr_7q	0	1	0.05	0	chr_7q	0.0014	no
CTF029	del_chr_8p	0	1	0.05	0	chr_8p	0.002	no
CTF029	del_chr_8q_MYC_del	0.002	1	0.05	0	chr_8q_MYC_del	0.0021	no
CTF029	del_chr_9p	0.002	1	0.05	0	chr_9p	0.0017	no
CTF029	del_chr_9q	0.001	1	0.05	0	chr_9q	0.0021	no
CTF029	del_chr_10p	0	1	0.05	0	chr_10p	0.0028	no
CTF029	del_chr_10q	0	1	0.05	0	chr_10q	0.0025	no
CTF029	del_chr_11p	0.004	1	0.05	0	chr_11p	0.0015	no
CTF029	del_chr_11q_BIRC2	0.004	1	0.05	0	chr_11q_BIRC2	0.0015	no
CTF029	del_chr_12p	0.014	1	0.05	0	chr_12p	0.0015	no
CTF029	del_chr_12q	0.014	1	0.05	0	chr_12q	0.0015	no
CTF029	del_chr_13q	0.145	1	0.05	1	chr_13q	0.0018	no
CTF029	del_chr_14q_MAX	0.009	1	0.05	0	chr_14q_MAX	0.0019	no
CTF029	del_chr_15q	0.016	1	0.05	0	chr_15q	0.0034	no
CTF029	del_chr_16p	0.006	1	0.05	0	chr_16p	0.0038	no
CTF029	del_chr_16q_CYLD	0	1	0.05	0	chr_16q_CYLD	0.0027	no
CTF029	del_chr_17p	0.008	1	0.05	0	chr_17p	0.0037	no
CTF029	del_chr_17q	0.01	1	0.05	0	chr_17q	0.0036	no
CTF029	del_chr_18p	0	1	0.05	0	chr_18p	0.0044	no
CTF029	del_chr_18q	0	1	0.05	0	chr_18q	0.0023	no
CTF029	del_chr_19p	0	1	0.05	0	chr_19p	0.0024	no
CTF029	del_chr_19q	0	1	0.05	0	chr_19q	0.0024	no
CTF029	del_chr_20p	0.007	1	0.05	0	chr_20p	0.0023	no
CTF029	del_chr_20q	0.007	1	0.05	0	chr_20q	0.0023	no
CTF029	del_chr_21q	0.001	1	0.05	0	chr_21q	0.003	no
CTF029	del_chr_22q_XBP1	0.004	1	0.05	0	chr_22q_XBP1	0.0031	no
CTF029	HyperDiploidy	0	1	0.05	0	NA	0.0028	NA
CTF030	amp_chr_1p	0	0.97	0.051546391752577324	0	chr_1p	0.0045	no
CTF030	amp_chr_1q_MCL1	1	0.97	0.051546391752577324	1	chr_1q_MCL1	0.0018	no
CTF030	amp_chr_2p	0.009	0.97	0.051546391752577324	0	chr_2p	0.0034	no
CTF030	amp_chr_2q	0	0.97	0.051546391752577324	0	chr_2q	0.0021	no
CTF030	amp_chr_3p	0.783	0.97	0.051546391752577324	1	chr_3p	0.0037	yes
CTF030	amp_chr_3q_TERC	0.73	0.97	0.051546391752577324	1	chr_3q_TERC	0.0019	yes
CTF030	amp_chr_4p	0	0.97	0.051546391752577324	0	chr_4p	0.0026	no
CTF030	amp_chr_4q	0	0.97	0.051546391752577324	0	chr_4q	0.0022	no
CTF030	amp_chr_5p	0.046	0.97	0.051546391752577324	0	chr_5p	0.0013	yes
CTF030	amp_chr_5q	0.046	0.97	0.051546391752577324	0	chr_5q	0.0013	yes
CTF030	amp_chr_6p	0.006	0.97	0.051546391752577324	0	chr_6p	0.0035	no
CTF030	amp_chr_6q	0	0.97	0.051546391752577324	0	chr_6q	0.0028	no
CTF030	amp_chr_7p	0.012	0.97	0.051546391752577324	0	chr_7p	0.0015	yes
CTF030	amp_chr_7q	0.012	0.97	0.051546391752577324	0	chr_7q	0.0015	yes
CTF030	amp_chr_8p	0.026	0.97	0.051546391752577324	0	chr_8p	0.0015	no
CTF030	amp_chr_8q_MYC_amp	0.026	0.97	0.051546391752577324	0	chr_8q_MYC_amp	0.0015	no
CTF030	amp_chr_9p	0.013	0.97	0.051546391752577324	0	chr_9p	0.0017	yes
CTF030	amp_chr_9q	0.012	0.97	0.051546391752577324	0	chr_9q	0.0022	yes
CTF030	amp_chr_10p	0.021	0.97	0.051546391752577324	0	chr_10p	0.0029	no
CTF030	amp_chr_10q	0.013	0.97	0.051546391752577324	0	chr_10q	0.0019	no
CTF030	amp_chr_11p	0.014	0.97	0.051546391752577324	0	chr_11p	0.0031	yes
CTF030	amp_chr_11q	0	0.97	0.051546391752577324	0	chr_11q	0.0023	yes
CTF030	amp_chr_12p	0	0.97	0.051546391752577324	0	chr_12p	0.0047	no
CTF030	amp_chr_12q	0.005	0.97	0.051546391752577324	0	chr_12q	0.0018	no
CTF030	amp_chr_13q	0	0.97	0.051546391752577324	0	chr_13q	0.0018	no
CTF030	amp_chr_14q	0.008	0.97	0.051546391752577324	0	chr_14q	0.0023	no
CTF030	amp_chr_15q	0.19	0.97	0.051546391752577324	1	chr_15q	0.0029	yes
CTF030	amp_chr_16p_BCMA	0.003	0.97	0.051546391752577324	0	chr_16p_BCMA	0.0031	no
CTF030	amp_chr_16q	0.034	0.97	0.051546391752577324	0	chr_16q	0.0027	no
CTF030	amp_chr_17p	0	0.97	0.051546391752577324	0	chr_17p	0.0029	no
CTF030	amp_chr_17q	0.01	0.97	0.051546391752577324	0	chr_17q	0.0032	no
CTF030	amp_chr_18p	0.01	0.97	0.051546391752577324	0	chr_18p	0.0046	no
CTF030	amp_chr_18q	0.027	0.97	0.051546391752577324	0	chr_18q	0.0028	no
CTF030	amp_chr_19p	0.007	0.97	0.051546391752577324	0	chr_19p	0.0037	yes
CTF030	amp_chr_19q	0	0.97	0.051546391752577324	0	chr_19q	0.005	yes
CTF030	amp_chr_20p	0.02	0.97	0.051546391752577324	0	chr_20p	0.0027	no
CTF030	amp_chr_20q	0	0.97	0.051546391752577324	0	chr_20q	0.0048	no
CTF030	amp_chr_21q	0.014	0.97	0.051546391752577324	0	chr_21q	0.0031	yes
CTF030	amp_chr_22q	0	0.97	0.051546391752577324	0	chr_22q	0.0063	no
CTF030	del_chr_1p_CDKN2C	0	0.97	0.051546391752577324	0	chr_1p_CDKN2C	0.0021	no
CTF030	del_chr_1p_EVI5	0.993	0.97	0.051546391752577324	1	chr_1p_EVI5	0.0038	no
CTF030	del_chr_1p_TENT5C	1	0.97	0.051546391752577324	1	chr_1p_TENT5C	0.0061	no
CTF030	del_chr_1q	0	0.97	0.051546391752577324	0	chr_1q	0.0074	no
CTF030	del_chr_2p	0	0.97	0.051546391752577324	0	chr_2p	0.0034	no
CTF030	del_chr_2q_SP140	0.992	0.97	0.051546391752577324	1	chr_2q_SP140	0.0021	no
CTF030	del_chr_3p	0	0.97	0.051546391752577324	0	chr_3p	0.0037	no
CTF030	del_chr_3q_BCL6	0	0.97	0.051546391752577324	0	chr_3q_BCL6	0.0019	no
CTF030	del_chr_4p_NSD2	0.013	0.97	0.051546391752577324	0	chr_4p_NSD2	0.0026	no
CTF030	del_chr_4q	0.008	0.97	0.051546391752577324	0	chr_4q	0.0022	no
CTF030	del_chr_5p	0	0.97	0.051546391752577324	0	chr_5p	0.0013	no
CTF030	del_chr_5q	0	0.97	0.051546391752577324	0	chr_5q	0.0013	no
CTF030	del_chr_6p	0	0.97	0.051546391752577324	0	chr_6p	0.0035	no
CTF030	del_chr_6q	0.99	0.97	0.051546391752577324	1	chr_6q	0.0028	no
CTF030	del_chr_7p	0	0.97	0.051546391752577324	0	chr_7p	0.0015	no
CTF030	del_chr_7q	0	0.97	0.051546391752577324	0	chr_7q	0.0015	no
CTF030	del_chr_8p	0	0.97	0.051546391752577324	0	chr_8p	0.0015	no
CTF030	del_chr_8q_MYC_del	0	0.97	0.051546391752577324	0	chr_8q_MYC_del	0.0015	no
CTF030	del_chr_9p	0	0.97	0.051546391752577324	0	chr_9p	0.0017	no
CTF030	del_chr_9q	0	0.97	0.051546391752577324	0	chr_9q	0.0022	no
CTF030	del_chr_10p	0	0.97	0.051546391752577324	0	chr_10p	0.0029	no
CTF030	del_chr_10q	0	0.97	0.051546391752577324	0	chr_10q	0.0019	no
CTF030	del_chr_11p	0	0.97	0.051546391752577324	0	chr_11p	0.0031	no
CTF030	del_chr_11q_BIRC2	0.013	0.97	0.051546391752577324	0	chr_11q_BIRC2	0.002	no
CTF030	del_chr_12p	0.174	0.97	0.051546391752577324	1	chr_12p	0.0047	no
CTF030	del_chr_12q	0	0.97	0.051546391752577324	0	chr_12q	0.0018	no
CTF030	del_chr_13q	0.971	0.97	0.051546391752577324	1	chr_13q	0.0018	no
CTF030	del_chr_14q_MAX	0	0.97	0.051546391752577324	0	chr_14q_MAX	0.0019	no
CTF030	del_chr_15q	0	0.97	0.051546391752577324	0	chr_15q	0.0029	no
CTF030	del_chr_16p	0	0.97	0.051546391752577324	0	chr_16p	0.0038	no
CTF030	del_chr_16q_CYLD	0	0.97	0.051546391752577324	0	chr_16q_CYLD	0.0027	no
CTF030	del_chr_17p	0.006	0.97	0.051546391752577324	0	chr_17p	0.0029	no
CTF030	del_chr_17q	0	0.97	0.051546391752577324	0	chr_17q	0.0032	no
CTF030	del_chr_18p	0	0.97	0.051546391752577324	0	chr_18p	0.0046	no
CTF030	del_chr_18q	0	0.97	0.051546391752577324	0	chr_18q	0.0028	no
CTF030	del_chr_19p	0	0.97	0.051546391752577324	0	chr_19p	0.0037	no
CTF030	del_chr_19q	0.002	0.97	0.051546391752577324	0	chr_19q	0.005	no
CTF030	del_chr_20p	0	0.97	0.051546391752577324	0	chr_20p	0.0027	no
CTF030	del_chr_20q	0.068	0.97	0.051546391752577324	1	chr_20q	0.0048	no
CTF030	del_chr_21q	0	0.97	0.051546391752577324	0	chr_21q	0.0031	no
CTF030	del_chr_22q_XBP1	1	0.97	0.051546391752577324	1	chr_22q_XBP1	0.0097	no
CTF030	HyperDiploidy	0	0.97	0.051546391752577324	0	NA	0.0028	NA
CTF031	amp_chr_1p	0	1	0.05	0	chr_1p	0.0023	no
CTF031	amp_chr_1q_MCL1	0.02	1	0.05	0	chr_1q_MCL1	0.0018	no
CTF031	amp_chr_2p	0.009	1	0.05	0	chr_2p	0.0011	no
CTF031	amp_chr_2q	0.009	1	0.05	0	chr_2q	0.0011	no
CTF031	amp_chr_3p	0.006	1	0.05	0	chr_3p	0.0012	yes
CTF031	amp_chr_3q_TERC	0.006	1	0.05	0	chr_3q_TERC	0.0012	yes
CTF031	amp_chr_4p	0.021	1	0.05	0	chr_4p	0.0013	no
CTF031	amp_chr_4q	0.021	1	0.05	0	chr_4q	0.0013	no
CTF031	amp_chr_5p	0.025	1	0.05	0	chr_5p	0.0018	yes
CTF031	amp_chr_5q	0.017	1	0.05	0	chr_5q	0.0019	yes
CTF031	amp_chr_6p	0.017	1	0.05	0	chr_6p	0.0024	no
CTF031	amp_chr_6q	0.019	1	0.05	0	chr_6q	0.0015	no
CTF031	amp_chr_7p	0.017	1	0.05	0	chr_7p	0.0032	yes
CTF031	amp_chr_7q	0.023	1	0.05	0	chr_7q	0.0028	yes
CTF031	amp_chr_8p	0	1	0.05	0	chr_8p	0.0015	no
CTF031	amp_chr_8q_MYC_amp	0	1	0.05	0	chr_8q_MYC_amp	0.0015	no
CTF031	amp_chr_9p	0.011	1	0.05	0	chr_9p	0.0016	yes
CTF031	amp_chr_9q	0.011	1	0.05	0	chr_9q	0.0016	yes
CTF031	amp_chr_10p	0.014	1	0.05	0	chr_10p	0.0039	no
CTF031	amp_chr_10q	0.001	1	0.05	0	chr_10q	0.0018	no
CTF031	amp_chr_11p	0.01	1	0.05	0	chr_11p	0.0024	yes
CTF031	amp_chr_11q	0.003	1	0.05	0	chr_11q	0.0021	yes
CTF031	amp_chr_12p	0.017	1	0.05	0	chr_12p	0.004	no
CTF031	amp_chr_12q	0	1	0.05	0	chr_12q	0.0039	no
CTF031	amp_chr_13q	0	1	0.05	0	chr_13q	0.0018	no
CTF031	amp_chr_14q	0.011	1	0.05	0	chr_14q	0.0019	no
CTF031	amp_chr_15q	0.005	1	0.05	0	chr_15q	0.002	yes
CTF031	amp_chr_16p_BCMA	0.003	1	0.05	0	chr_16p_BCMA	0.0058	no
CTF031	amp_chr_16q	0	1	0.05	0	chr_16q	0.0035	no
CTF031	amp_chr_17p	0	1	0.05	0	chr_17p	0.0072	no
CTF031	amp_chr_17q	0.053	1	0.05	1	chr_17q	0.003	no
CTF031	amp_chr_18p	0.018	1	0.05	0	chr_18p	0.002	no
CTF031	amp_chr_18q	0.018	1	0.05	0	chr_18q	0.002	no
CTF031	amp_chr_19p	0	1	0.05	0	chr_19p	0.0037	yes
CTF031	amp_chr_19q	0.012	1	0.05	0	chr_19q	0.003	yes
CTF031	amp_chr_20p	0	1	0.05	0	chr_20p	0.0023	no
CTF031	amp_chr_20q	0	1	0.05	0	chr_20q	0.0023	no
CTF031	amp_chr_21q	0.012	1	0.05	0	chr_21q	0.003	yes
CTF031	amp_chr_22q	0	1	0.05	0	chr_22q	0.0046	no
CTF031	del_chr_1p_CDKN2C	0.037	1	0.05	0	chr_1p_CDKN2C	0.0027	no
CTF031	del_chr_1p_EVI5	0.175	1	0.05	1	chr_1p_EVI5	0.0023	no
CTF031	del_chr_1p_TENT5C	0.175	1	0.05	1	chr_1p_TENT5C	0.0023	no
CTF031	del_chr_1q	0.175	1	0.05	1	chr_1q	0.0023	no
CTF031	del_chr_2p	0	1	0.05	0	chr_2p	0.0011	no
CTF031	del_chr_2q_SP140	0	1	0.05	0	chr_2q_SP140	0.0011	no
CTF031	del_chr_3p	0	1	0.05	0	chr_3p	0.0012	no
CTF031	del_chr_3q_BCL6	0	1	0.05	0	chr_3q_BCL6	0.0012	no
CTF031	del_chr_4p_NSD2	0	1	0.05	0	chr_4p_NSD2	0.0013	no
CTF031	del_chr_4q	0	1	0.05	0	chr_4q	0.0013	no
CTF031	del_chr_5p	0	1	0.05	0	chr_5p	0.0018	no
CTF031	del_chr_5q	0	1	0.05	0	chr_5q	0.0019	no
CTF031	del_chr_6p	0	1	0.05	0	chr_6p	0.0024	no
CTF031	del_chr_6q	0	1	0.05	0	chr_6q	0.0015	no
CTF031	del_chr_7p	0	1	0.05	0	chr_7p	0.0032	no
CTF031	del_chr_7q	0	1	0.05	0	chr_7q	0.0028	no
CTF031	del_chr_8p	0.974	1	0.05	1	chr_8p	0.0015	no
CTF031	del_chr_8q_MYC_del	0.974	1	0.05	1	chr_8q_MYC_del	0.0015	no
CTF031	del_chr_9p	0	1	0.05	0	chr_9p	0.0016	no
CTF031	del_chr_9q	0	1	0.05	0	chr_9q	0.0016	no
CTF031	del_chr_10p	0	1	0.05	0	chr_10p	0.0039	no
CTF031	del_chr_10q	0	1	0.05	0	chr_10q	0.0018	no
CTF031	del_chr_11p	0	1	0.05	0	chr_11p	0.0024	no
CTF031	del_chr_11q_BIRC2	0	1	0.05	0	chr_11q_BIRC2	0.002	no
CTF031	del_chr_12p	0	1	0.05	0	chr_12p	0.004	no
CTF031	del_chr_12q	0.756	1	0.05	1	chr_12q	0.0039	no
CTF031	del_chr_13q	0.965	1	0.05	1	chr_13q	0.0018	no
CTF031	del_chr_14q_MAX	0	1	0.05	0	chr_14q_MAX	0.0019	no
CTF031	del_chr_15q	0	1	0.05	0	chr_15q	0.002	no
CTF031	del_chr_16p	0.479	1	0.05	1	chr_16p	0.0074	no
CTF031	del_chr_16q_CYLD	0.076	1	0.05	1	chr_16q_CYLD	0.003	no
CTF031	del_chr_17p	0.787	1	0.05	1	chr_17p	0.0072	no
CTF031	del_chr_17q	0	1	0.05	0	chr_17q	0.003	no
CTF031	del_chr_18p	0	1	0.05	0	chr_18p	0.002	no
CTF031	del_chr_18q	0	1	0.05	0	chr_18q	0.002	no
CTF031	del_chr_19p	0.004	1	0.05	0	chr_19p	0.0037	no
CTF031	del_chr_19q	0	1	0.05	0	chr_19q	0.003	no
CTF031	del_chr_20p	0.016	1	0.05	0	chr_20p	0.0023	no
CTF031	del_chr_20q	0.016	1	0.05	0	chr_20q	0.0023	no
CTF031	del_chr_21q	0	1	0.05	0	chr_21q	0.003	no
CTF031	del_chr_22q_XBP1	0.022	1	0.05	0	chr_22q_XBP1	0.0038	no
CTF031	HyperDiploidy	0	1	0.05	0	NA	0.0028	NA
CTF032	amp_chr_1p	0.005	1	0.05	0	chr_1p	0.0026	no
CTF032	amp_chr_1q_MCL1	0.984	1	0.05	1	chr_1q_MCL1	0.0019	no
CTF032	amp_chr_2p	0	1	0.05	0	chr_2p	0.0012	no
CTF032	amp_chr_2q	0	1	0.05	0	chr_2q	0.0016	no
CTF032	amp_chr_3p	0	1	0.05	0	chr_3p	0.0012	yes
CTF032	amp_chr_3q_TERC	0	1	0.05	0	chr_3q_TERC	0.0012	yes
CTF032	amp_chr_4p	0	1	0.05	0	chr_4p	0.0025	no
CTF032	amp_chr_4q	0	1	0.05	0	chr_4q	0.0027	no
