sample	variable	value	purity	thresh	call	chrarm	CI95	HD_chr
SCI030	amp_chr_13q	0.051	0.71	0.07042253521126761	0	chr_13q	9e-4	no
SCI030	amp_chr_14q	0.039	0.71	0.07042253521126761	0	chr_14q	0.0011	no
SCI030	amp_chr_15q	-999	0.71	0.07042253521126761	-999	chr_15q	0.002	yes
SCI030	amp_chr_16p	0.011	0.71	0.07042253521126761	0	chr_16p	0.0021	no
SCI030	amp_chr_16q	0.106	0.71	0.07042253521126761	1	chr_16q	0.0019	no
SCI030	amp_chr_17p	0	0.71	0.07042253521126761	0	chr_17p	0.0018	no
SCI030	amp_chr_17q	0	0.71	0.07042253521126761	0	chr_17q	0.001	no
SCI030	amp_chr_18p	0.086	0.71	0.07042253521126761	1	chr_18p	0.001	no
SCI030	amp_chr_18q	0.086	0.71	0.07042253521126761	1	chr_18q	0.001	no
SCI030	amp_chr_19p	-999	0.71	0.07042253521126761	-999	chr_19p	0.0015	yes
SCI030	amp_chr_19q	-999	0.71	0.07042253521126761	-999	chr_19q	0.0015	yes
SCI030	amp_chr_20p	0.014	0.71	0.07042253521126761	0	chr_20p	0.001	no
SCI030	amp_chr_20q	0.014	0.71	0.07042253521126761	0	chr_20q	0.001	no
SCI030	amp_chr_21q	0.001	0.71	0.07042253521126761	0	chr_21q	0.0015	yes
SCI030	amp_chr_22q	0	0.71	0.07042253521126761	0	chr_22q	0.0024	no
SCI030	del_chr_1p_CDKN2C	0.029	0.71	0.07042253521126761	0	chr_1p_CDKN2C	8e-4	no
SCI030	del_chr_1p_EVI5	0.029	0.71	0.07042253521126761	0	chr_1p_EVI5	8e-4	no
SCI030	del_chr_1p_TENT5C	0.029	0.71	0.07042253521126761	0	chr_1p_TENT5C	8e-4	no
SCI030	del_chr_1q	0	0.71	0.07042253521126761	0	chr_1q	8e-4	no
SCI030	del_chr_2p	0	0.71	0.07042253521126761	0	chr_2p	6e-4	no
SCI030	del_chr_2q	0	0.71	0.07042253521126761	0	chr_2q	6e-4	no
SCI030	del_chr_3p	0	0.71	0.07042253521126761	0	chr_3p	0.0016	no
SCI030	del_chr_3q	0	0.71	0.07042253521126761	0	chr_3q	0.0011	no
SCI030	del_chr_4p	0	0.71	0.07042253521126761	0	chr_4p	7e-4	no
SCI030	del_chr_4q	0	0.71	0.07042253521126761	0	chr_4q	7e-4	no
SCI030	del_chr_5p	0.053	0.71	0.07042253521126761	0	chr_5p	0.0022	no
SCI030	del_chr_5q	0	0.71	0.07042253521126761	0	chr_5q	0.001	no
SCI030	del_chr_6p	0	0.71	0.07042253521126761	0	chr_6p	9e-4	no
SCI030	del_chr_6q	0	0.71	0.07042253521126761	0	chr_6q	9e-4	no
SCI030	del_chr_7p	0	0.71	0.07042253521126761	0	chr_7p	0.0016	no
SCI030	del_chr_7q	0	0.71	0.07042253521126761	0	chr_7q	0.0016	no
SCI030	del_chr_8p	0	0.71	0.07042253521126761	0	chr_8p	7e-4	no
SCI030	del_chr_8q	0	0.71	0.07042253521126761	0	chr_8q	7e-4	no
SCI030	del_chr_9p	0	0.71	0.07042253521126761	0	chr_9p	0.0019	no
SCI030	del_chr_9q	0	0.71	0.07042253521126761	0	chr_9q	0.0013	no
SCI030	del_chr_10p	0	0.71	0.07042253521126761	0	chr_10p	0.0013	no
SCI030	del_chr_10q_NFKB2	0	0.71	0.07042253521126761	0	chr_10q_NFKB2	9e-4	no
SCI030	del_chr_11p	0	0.71	0.07042253521126761	0	chr_11p	0.0018	no
SCI030	del_chr_11q_BIRC2	0	0.71	0.07042253521126761	0	chr_11q_BIRC2	0.0013	no
SCI030	del_chr_12p	0	0.71	0.07042253521126761	0	chr_12p	0.0013	no
SCI030	del_chr_12q	0	0.71	0.07042253521126761	0	chr_12q	8e-4	no
SCI030	del_chr_13q_RB1	0	0.71	0.07042253521126761	0	chr_13q_RB1	9e-4	no
SCI030	del_chr_14q_MAX	0	0.71	0.07042253521126761	0	chr_14q_MAX	9e-4	no
SCI030	del_chr_14q_TRAF3	0	0.71	0.07042253521126761	0	chr_14q_TRAF3	9e-4	no
SCI030	del_chr_15q	0	0.71	0.07042253521126761	0	chr_15q	0.002	no
SCI030	del_chr_16p	0	0.71	0.07042253521126761	0	chr_16p	0.0021	no
SCI030	del_chr_16q_CYLD	0	0.71	0.07042253521126761	0	chr_16q_CYLD	0.0026	no
SCI030	del_chr_17p_TP53	0.04	0.71	0.07042253521126761	0	chr_17p_TP53	0.0019	no
SCI030	del_chr_17q	0.034	0.71	0.07042253521126761	0	chr_17q	0.001	no
SCI030	del_chr_18p	0	0.71	0.07042253521126761	0	chr_18p	0.001	no
SCI030	del_chr_18q	0	0.71	0.07042253521126761	0	chr_18q	0.001	no
SCI030	del_chr_19p	0	0.71	0.07042253521126761	0	chr_19p	0.0015	no
SCI030	del_chr_19q	0	0.71	0.07042253521126761	0	chr_19q	0.0015	no
SCI030	del_chr_20p	0	0.71	0.07042253521126761	0	chr_20p	0.001	no
SCI030	del_chr_20q	0	0.71	0.07042253521126761	0	chr_20q	0.001	no
SCI030	del_chr_21q	0	0.71	0.07042253521126761	0	chr_21q	0.0015	no
SCI030	del_chr_22q	0.015	0.71	0.07042253521126761	0	chr_22q	0.0024	no
SCI030	HyperDiploidy	1	0.71	0.07042253521126761	1	NA	0.0016	NA
SCI031	amp_chr_1p_NOTCH2	0	0.52	0.09615384615384616	0	chr_1p_NOTCH2	8e-4	no
SCI031	amp_chr_1q_CKS1B	0.399	0.52	0.09615384615384616	1	chr_1q_CKS1B	9e-4	no
SCI031	amp_chr_2p	0.032	0.52	0.09615384615384616	0	chr_2p	5e-4	no
SCI031	amp_chr_2q	0.032	0.52	0.09615384615384616	0	chr_2q	5e-4	no
SCI031	amp_chr_3p	-999	0.52	0.09615384615384616	-999	chr_3p	0.0011	yes
SCI031	amp_chr_3q	-999	0.52	0.09615384615384616	-999	chr_3q	0.001	yes
SCI031	amp_chr_4p	0.06	0.52	0.09615384615384616	0	chr_4p	0.0015	no
SCI031	amp_chr_4q	0.058	0.52	0.09615384615384616	0	chr_4q	9e-4	no
SCI031	amp_chr_5p	-999	0.52	0.09615384615384616	-999	chr_5p	0.0018	yes
SCI031	amp_chr_5q	-999	0.52	0.09615384615384616	-999	chr_5q	0.0011	yes
SCI031	amp_chr_6p	0.05	0.52	0.09615384615384616	0	chr_6p	8e-4	no
SCI031	amp_chr_6q	0.071	0.52	0.09615384615384616	0	chr_6q	0.001	no
SCI031	amp_chr_7p	-999	0.52	0.09615384615384616	-999	chr_7p	9e-4	yes
SCI031	amp_chr_7q	-999	0.52	0.09615384615384616	-999	chr_7q	0.0013	yes
SCI031	amp_chr_8p	0.058	0.52	0.09615384615384616	0	chr_8p	7e-4	no
SCI031	amp_chr_8q_MYC	0.001	0.52	0.09615384615384616	0	chr_8q_MYC	7e-4	no
SCI031	amp_chr_8q_MYC_enhancer	0.001	0.52	0.09615384615384616	0	chr_8q_MYC_enhancer	7e-4	no
SCI031	amp_chr_9p	-999	0.52	0.09615384615384616	-999	chr_9p	0.002	yes
SCI031	amp_chr_9q	-999	0.52	0.09615384615384616	-999	chr_9q	0.0014	yes
SCI031	amp_chr_10p	0.03	0.52	0.09615384615384616	0	chr_10p	7e-4	no
SCI031	amp_chr_10q	0.03	0.52	0.09615384615384616	0	chr_10q	7e-4	no
SCI031	amp_chr_11p	-999	0.52	0.09615384615384616	-999	chr_11p	0.0015	yes
SCI031	amp_chr_11q_CCND1	-999	0.52	0.09615384615384616	-999	chr_11q_CCND1	0.0012	yes
SCI031	amp_chr_12p	0.063	0.52	0.09615384615384616	0	chr_12p	7e-4	no
SCI031	amp_chr_12q	0.063	0.52	0.09615384615384616	0	chr_12q	7e-4	no
SCI031	amp_chr_13q	0.057	0.52	0.09615384615384616	0	chr_13q	9e-4	no
SCI031	amp_chr_14q	0.034	0.52	0.09615384615384616	0	chr_14q	0.001	no
SCI031	amp_chr_15q	-999	0.52	0.09615384615384616	-999	chr_15q	0.0014	yes
SCI031	amp_chr_16p	0.089	0.52	0.09615384615384616	0	chr_16p	0.0023	no
SCI031	amp_chr_16q	0.246	0.52	0.09615384615384616	1	chr_16q	0.0018	no
SCI031	amp_chr_17p	0.958	0.52	0.09615384615384616	1	chr_17p	0.0011	no
SCI031	amp_chr_17q	0.958	0.52	0.09615384615384616	1	chr_17q	0.0011	no
SCI031	amp_chr_18p	0.129	0.52	0.09615384615384616	1	chr_18p	0.001	no
SCI031	amp_chr_18q	0.129	0.52	0.09615384615384616	1	chr_18q	0.001	no
SCI031	amp_chr_19p	-999	0.52	0.09615384615384616	-999	chr_19p	0.0013	yes
SCI031	amp_chr_19q	-999	0.52	0.09615384615384616	-999	chr_19q	0.0013	yes
SCI031	amp_chr_20p	0	0.52	0.09615384615384616	0	chr_20p	0.001	no
SCI031	amp_chr_20q	0	0.52	0.09615384615384616	0	chr_20q	0.001	no
SCI031	amp_chr_21q	-999	0.52	0.09615384615384616	-999	chr_21q	0.003	yes
SCI031	amp_chr_22q	0	0.52	0.09615384615384616	0	chr_22q	0.0017	no
SCI031	del_chr_1p_CDKN2C	0.068	0.52	0.09615384615384616	0	chr_1p_CDKN2C	8e-4	no
SCI031	del_chr_1p_EVI5	0.068	0.52	0.09615384615384616	0	chr_1p_EVI5	8e-4	no
SCI031	del_chr_1p_TENT5C	0.068	0.52	0.09615384615384616	0	chr_1p_TENT5C	8e-4	no
SCI031	del_chr_1q	0	0.52	0.09615384615384616	0	chr_1q	9e-4	no
SCI031	del_chr_2p	0	0.52	0.09615384615384616	0	chr_2p	5e-4	no
SCI031	del_chr_2q	0	0.52	0.09615384615384616	0	chr_2q	5e-4	no
SCI031	del_chr_3p	0	0.52	0.09615384615384616	0	chr_3p	0.0011	no
SCI031	del_chr_3q	0	0.52	0.09615384615384616	0	chr_3q	0.001	no
SCI031	del_chr_4p	0	0.52	0.09615384615384616	0	chr_4p	0.0015	no
SCI031	del_chr_4q	0	0.52	0.09615384615384616	0	chr_4q	9e-4	no
SCI031	del_chr_5p	0	0.52	0.09615384615384616	0	chr_5p	0.0018	no
SCI031	del_chr_5q	0	0.52	0.09615384615384616	0	chr_5q	0.0011	no
SCI031	del_chr_6p	0	0.52	0.09615384615384616	0	chr_6p	8e-4	no
SCI031	del_chr_6q	0	0.52	0.09615384615384616	0	chr_6q	0.001	no
SCI031	del_chr_7p	0	0.52	0.09615384615384616	0	chr_7p	9e-4	no
SCI031	del_chr_7q	0	0.52	0.09615384615384616	0	chr_7q	0.0013	no
SCI031	del_chr_8p	0	0.52	0.09615384615384616	0	chr_8p	7e-4	no
SCI031	del_chr_8q	0	0.52	0.09615384615384616	0	chr_8q	7e-4	no
SCI031	del_chr_9p	0	0.52	0.09615384615384616	0	chr_9p	0.002	no
SCI031	del_chr_9q	0	0.52	0.09615384615384616	0	chr_9q	0.0014	no
SCI031	del_chr_10p	0	0.52	0.09615384615384616	0	chr_10p	7e-4	no
SCI031	del_chr_10q_NFKB2	0.027	0.52	0.09615384615384616	0	chr_10q_NFKB2	7e-4	no
SCI031	del_chr_11p	0	0.52	0.09615384615384616	0	chr_11p	0.0015	no
SCI031	del_chr_11q_BIRC2	0	0.52	0.09615384615384616	0	chr_11q_BIRC2	0.0012	no
SCI031	del_chr_12p	0	0.52	0.09615384615384616	0	chr_12p	7e-4	no
SCI031	del_chr_12q	0	0.52	0.09615384615384616	0	chr_12q	7e-4	no
SCI031	del_chr_13q_RB1	0	0.52	0.09615384615384616	0	chr_13q_RB1	9e-4	no
SCI031	del_chr_14q_MAX	0.012	0.52	0.09615384615384616	0	chr_14q_MAX	9e-4	no
SCI031	del_chr_14q_TRAF3	0.012	0.52	0.09615384615384616	0	chr_14q_TRAF3	9e-4	no
SCI031	del_chr_15q	0	0.52	0.09615384615384616	0	chr_15q	0.0014	no
SCI031	del_chr_16p	0	0.52	0.09615384615384616	0	chr_16p	0.0023	no
SCI031	del_chr_16q_CYLD	0	0.52	0.09615384615384616	0	chr_16q_CYLD	0.0017	no
SCI031	del_chr_17p_TP53	0	0.52	0.09615384615384616	0	chr_17p_TP53	0.0011	no
SCI031	del_chr_17q	0	0.52	0.09615384615384616	0	chr_17q	0.0011	no
SCI031	del_chr_18p	0	0.52	0.09615384615384616	0	chr_18p	0.001	no
SCI031	del_chr_18q	0	0.52	0.09615384615384616	0	chr_18q	0.001	no
SCI031	del_chr_19p	0	0.52	0.09615384615384616	0	chr_19p	0.0013	no
SCI031	del_chr_19q	0	0.52	0.09615384615384616	0	chr_19q	0.0013	no
SCI031	del_chr_20p	0.013	0.52	0.09615384615384616	0	chr_20p	0.001	no
SCI031	del_chr_20q	0.013	0.52	0.09615384615384616	0	chr_20q	0.001	no
SCI031	del_chr_21q	0	0.52	0.09615384615384616	0	chr_21q	0.003	no
SCI031	del_chr_22q	0.057	0.52	0.09615384615384616	0	chr_22q	0.0017	no
SCI031	HyperDiploidy	0.9744999999999999	0.52	0.09615384615384616	1	NA	0.0013	NA
SCI032	amp_chr_1p_NOTCH2	0	0.45	0.11111111111111112	0	chr_1p_NOTCH2	0.0019	no
SCI032	amp_chr_1q_CKS1B	0	0.45	0.11111111111111112	0	chr_1q_CKS1B	0.0019	no
SCI032	amp_chr_2p	0.047	0.45	0.11111111111111112	0	chr_2p	8e-4	no
SCI032	amp_chr_2q	0.047	0.45	0.11111111111111112	0	chr_2q	8e-4	no
SCI032	amp_chr_3p	0	0.45	0.11111111111111112	0	chr_3p	0.0017	yes
SCI032	amp_chr_3q	0	0.45	0.11111111111111112	0	chr_3q	0.0015	yes
SCI032	amp_chr_4p	0.035	0.45	0.11111111111111112	0	chr_4p	9e-4	no
SCI032	amp_chr_4q	0.035	0.45	0.11111111111111112	0	chr_4q	9e-4	no
SCI032	amp_chr_5p	-999	0.45	0.11111111111111112	-999	chr_5p	0.0015	yes
SCI032	amp_chr_5q	-999	0.45	0.11111111111111112	-999	chr_5q	0.0016	yes
SCI032	amp_chr_6p	0.029	0.45	0.11111111111111112	0	chr_6p	0.0015	no
SCI032	amp_chr_6q	0	0.45	0.11111111111111112	0	chr_6q	0.0012	no
SCI032	amp_chr_7p	0.033	0.45	0.11111111111111112	0	chr_7p	0.001	yes
SCI032	amp_chr_7q	0.033	0.45	0.11111111111111112	0	chr_7q	0.001	yes
SCI032	amp_chr_8p	0.087	0.45	0.11111111111111112	0	chr_8p	0.0018	no
SCI032	amp_chr_8q_MYC	0.02	0.45	0.11111111111111112	0	chr_8q_MYC	0.0012	no
SCI032	amp_chr_8q_MYC_enhancer	0.02	0.45	0.11111111111111112	0	chr_8q_MYC_enhancer	0.0012	no
SCI032	amp_chr_9p	-999	0.45	0.11111111111111112	-999	chr_9p	0.0024	yes
SCI032	amp_chr_9q	-999	0.45	0.11111111111111112	-999	chr_9q	0.0033	yes
SCI032	amp_chr_10p	0.121	0.45	0.11111111111111112	1	chr_10p	0.0025	no
SCI032	amp_chr_10q	0.046	0.45	0.11111111111111112	0	chr_10q	0.0012	no
SCI032	amp_chr_11p	0	0.45	0.11111111111111112	0	chr_11p	0.0014	yes
SCI032	amp_chr_11q_CCND1	0	0.45	0.11111111111111112	0	chr_11q_CCND1	0.0014	yes
SCI032	amp_chr_12p	0.119	0.45	0.11111111111111112	1	chr_12p	0.0018	no
SCI032	amp_chr_12q	0.107	0.45	0.11111111111111112	0	chr_12q	0.0017	no
SCI032	amp_chr_13q	0	0.45	0.11111111111111112	0	chr_13q	0.0016	no
SCI032	amp_chr_14q	0	0.45	0.11111111111111112	0	chr_14q	0.0025	no
SCI032	amp_chr_15q	0	0.45	0.11111111111111112	0	chr_15q	0.0034	yes
SCI032	amp_chr_16p	0.076	0.45	0.11111111111111112	0	chr_16p	0.0013	no
SCI032	amp_chr_16q	0.076	0.45	0.11111111111111112	0	chr_16q	0.0013	no
SCI032	amp_chr_17p	0.084	0.45	0.11111111111111112	0	chr_17p	0.0042	no
SCI032	amp_chr_17q	0	0.45	0.11111111111111112	0	chr_17q	0.0039	no
SCI032	amp_chr_18p	0.228	0.45	0.11111111111111112	1	chr_18p	0.0022	no
SCI032	amp_chr_18q	0	0.45	0.11111111111111112	0	chr_18q	0.0022	no
SCI032	amp_chr_19p	0	0.45	0.11111111111111112	0	chr_19p	0.0024	yes
SCI032	amp_chr_19q	0	0.45	0.11111111111111112	0	chr_19q	0.0019	yes
SCI032	amp_chr_20p	0.03	0.45	0.11111111111111112	0	chr_20p	0.0014	no
SCI032	amp_chr_20q	0.03	0.45	0.11111111111111112	0	chr_20q	0.0014	no
SCI032	amp_chr_21q	0.056	0.45	0.11111111111111112	0	chr_21q	0.0039	yes
SCI032	amp_chr_22q	0	0.45	0.11111111111111112	0	chr_22q	0.0038	no
SCI032	del_chr_1p_CDKN2C	0.076	0.45	0.11111111111111112	0	chr_1p_CDKN2C	0.0014	no
SCI032	del_chr_1p_EVI5	0.536	0.45	0.11111111111111112	1	chr_1p_EVI5	0.0026	no
SCI032	del_chr_1p_TENT5C	0.053	0.45	0.11111111111111112	0	chr_1p_TENT5C	0.0019	no
SCI032	del_chr_1q	0	0.45	0.11111111111111112	0	chr_1q	0.0015	no
SCI032	del_chr_2p	0	0.45	0.11111111111111112	0	chr_2p	8e-4	no
SCI032	del_chr_2q	0	0.45	0.11111111111111112	0	chr_2q	8e-4	no
SCI032	del_chr_3p	0.073	0.45	0.11111111111111112	0	chr_3p	0.0017	no
SCI032	del_chr_3q	0.071	0.45	0.11111111111111112	0	chr_3q	0.0015	no
SCI032	del_chr_4p	0	0.45	0.11111111111111112	0	chr_4p	9e-4	no
SCI032	del_chr_4q	0	0.45	0.11111111111111112	0	chr_4q	9e-4	no
SCI032	del_chr_5p	0	0.45	0.11111111111111112	0	chr_5p	0.0015	no
SCI032	del_chr_5q	0	0.45	0.11111111111111112	0	chr_5q	0.0016	no
SCI032	del_chr_6p	0	0.45	0.11111111111111112	0	chr_6p	0.0015	no
SCI032	del_chr_6q	0.919	0.45	0.11111111111111112	1	chr_6q	0.0012	no
SCI032	del_chr_7p	0	0.45	0.11111111111111112	0	chr_7p	0.001	no
SCI032	del_chr_7q	0	0.45	0.11111111111111112	0	chr_7q	0.001	no
SCI032	del_chr_8p	0	0.45	0.11111111111111112	0	chr_8p	0.0018	no
SCI032	del_chr_8q	0	0.45	0.11111111111111112	0	chr_8q	0.0012	no
SCI032	del_chr_9p	0	0.45	0.11111111111111112	0	chr_9p	0.0024	no
SCI032	del_chr_9q	0	0.45	0.11111111111111112	0	chr_9q	0.0033	no
SCI032	del_chr_10p	0	0.45	0.11111111111111112	0	chr_10p	0.0025	no
SCI032	del_chr_10q_NFKB2	0	0.45	0.11111111111111112	0	chr_10q_NFKB2	0.0012	no
SCI032	del_chr_11p	0.133	0.45	0.11111111111111112	1	chr_11p	0.0014	no
SCI032	del_chr_11q_BIRC2	0.164	0.45	0.11111111111111112	1	chr_11q_BIRC2	0.0015	no
SCI032	del_chr_12p	0	0.45	0.11111111111111112	0	chr_12p	0.0018	no
SCI032	del_chr_12q	0	0.45	0.11111111111111112	0	chr_12q	0.0017	no
SCI032	del_chr_13q_RB1	0.776	0.45	0.11111111111111112	1	chr_13q_RB1	0.0013	no
SCI032	del_chr_14q_MAX	0.994	0.45	0.11111111111111112	1	chr_14q_MAX	0.0017	no
SCI032	del_chr_14q_TRAF3	0.002	0.45	0.11111111111111112	0	chr_14q_TRAF3	0.0024	no
SCI032	del_chr_15q	0.806	0.45	0.11111111111111112	1	chr_15q	0.0034	no
SCI032	del_chr_16p	0	0.45	0.11111111111111112	0	chr_16p	0.0013	no
SCI032	del_chr_16q_CYLD	0	0.45	0.11111111111111112	0	chr_16q_CYLD	0.0013	no
SCI032	del_chr_17p_TP53	0	0.45	0.11111111111111112	0	chr_17p_TP53	0.0024	no
SCI032	del_chr_17q	0.005	0.45	0.11111111111111112	0	chr_17q	0.0039	no
SCI032	del_chr_18p	0	0.45	0.11111111111111112	0	chr_18p	0.0022	no
SCI032	del_chr_18q	0.566	0.45	0.11111111111111112	1	chr_18q	0.0022	no
SCI032	del_chr_19p	0.08	0.45	0.11111111111111112	0	chr_19p	0.0024	no
SCI032	del_chr_19q	0.046	0.45	0.11111111111111112	0	chr_19q	0.0019	no
SCI032	del_chr_20p	0	0.45	0.11111111111111112	0	chr_20p	0.0014	no
SCI032	del_chr_20q	0	0.45	0.11111111111111112	0	chr_20q	0.0014	no
SCI032	del_chr_21q	0	0.45	0.11111111111111112	0	chr_21q	0.0039	no
SCI032	del_chr_22q	0.017	0.45	0.11111111111111112	0	chr_22q	0.0038	no
SCI032	HyperDiploidy	1	0.45	0.11111111111111112	1	NA	0.002	NA
SCI033	amp_chr_1p_NOTCH2	0	0.16	0.3125	0	chr_1p_NOTCH2	6e-4	no
SCI033	amp_chr_1q_CKS1B	0.025	0.16	0.3125	0	chr_1q_CKS1B	6e-4	no
SCI033	amp_chr_2p	0.069	0.16	0.3125	0	chr_2p	4e-4	no
SCI033	amp_chr_2q	0.069	0.16	0.3125	0	chr_2q	4e-4	no
SCI033	amp_chr_3p	0.014	0.16	0.3125	0	chr_3p	4e-4	yes
SCI033	amp_chr_3q	0.016	0.16	0.3125	0	chr_3q	5e-4	yes
SCI033	amp_chr_4p	0.066	0.16	0.3125	0	chr_4p	9e-4	no
SCI033	amp_chr_4q	0	0.16	0.3125	0	chr_4q	6e-4	no
SCI033	amp_chr_5p	0.059	0.16	0.3125	0	chr_5p	0.0011	yes
SCI033	amp_chr_5q	0.037	0.16	0.3125	0	chr_5q	6e-4	yes
SCI033	amp_chr_6p	0	0.16	0.3125	0	chr_6p	5e-4	no
SCI033	amp_chr_6q	0	0.16	0.3125	0	chr_6q	5e-4	no
SCI033	amp_chr_7p	0.068	0.16	0.3125	0	chr_7p	5e-4	yes
SCI033	amp_chr_7q	0.068	0.16	0.3125	0	chr_7q	5e-4	yes
SCI033	amp_chr_8p	0.092	0.16	0.3125	0	chr_8p	5e-4	no
SCI033	amp_chr_8q_MYC	0.002	0.16	0.3125	0	chr_8q_MYC	5e-4	no
SCI033	amp_chr_8q_MYC_enhancer	0.002	0.16	0.3125	0	chr_8q_MYC_enhancer	5e-4	no
SCI033	amp_chr_9p	0	0.16	0.3125	0	chr_9p	0.001	yes
SCI033	amp_chr_9q	0.087	0.16	0.3125	0	chr_9q	7e-4	yes
SCI033	amp_chr_10p	0.11	0.16	0.3125	0	chr_10p	0.0012	no
SCI033	amp_chr_10q	0.109	0.16	0.3125	0	chr_10q	8e-4	no
SCI033	amp_chr_11p	0.087	0.16	0.3125	0	chr_11p	5e-4	yes
SCI033	amp_chr_11q_CCND1	0	0.16	0.3125	0	chr_11q_CCND1	5e-4	yes
SCI033	amp_chr_12p	0.039	0.16	0.3125	0	chr_12p	5e-4	no
SCI033	amp_chr_12q	0.039	0.16	0.3125	0	chr_12q	5e-4	no
SCI033	amp_chr_13q	0	0.16	0.3125	0	chr_13q	9e-4	no
SCI033	amp_chr_14q	0	0.16	0.3125	0	chr_14q	9e-4	no
SCI033	amp_chr_15q	0.01	0.16	0.3125	0	chr_15q	7e-4	yes
SCI033	amp_chr_16p	0.164	0.16	0.3125	0	chr_16p	7e-4	no
SCI033	amp_chr_16q	0.164	0.16	0.3125	0	chr_16q	7e-4	no
SCI033	amp_chr_17p	0.077	0.16	0.3125	0	chr_17p	0.0026	no
SCI033	amp_chr_17q	0.072	0.16	0.3125	0	chr_17q	0.001	no
SCI033	amp_chr_18p	0.113	0.16	0.3125	0	chr_18p	7e-4	no
SCI033	amp_chr_18q	0.113	0.16	0.3125	0	chr_18q	7e-4	no
SCI033	amp_chr_19p	0	0.16	0.3125	0	chr_19p	0.0012	yes
SCI033	amp_chr_19q	0	0.16	0.3125	0	chr_19q	0.001	yes
SCI033	amp_chr_20p	0.093	0.16	0.3125	0	chr_20p	0.0012	no
SCI033	amp_chr_20q	0.147	0.16	0.3125	0	chr_20q	0.0013	no
SCI033	amp_chr_21q	0.026	0.16	0.3125	0	chr_21q	0.0011	yes
SCI033	amp_chr_22q	0	0.16	0.3125	0	chr_22q	0.0015	no
SCI033	del_chr_1p_CDKN2C	0.003	0.16	0.3125	0	chr_1p_CDKN2C	6e-4	no
SCI033	del_chr_1p_EVI5	0.003	0.16	0.3125	0	chr_1p_EVI5	6e-4	no
SCI033	del_chr_1p_TENT5C	0.003	0.16	0.3125	0	chr_1p_TENT5C	6e-4	no
SCI033	del_chr_1q	0	0.16	0.3125	0	chr_1q	6e-4	no
SCI033	del_chr_2p	0	0.16	0.3125	0	chr_2p	4e-4	no
SCI033	del_chr_2q	0	0.16	0.3125	0	chr_2q	4e-4	no
SCI033	del_chr_3p	0	0.16	0.3125	0	chr_3p	4e-4	no
SCI033	del_chr_3q	0	0.16	0.3125	0	chr_3q	5e-4	no
SCI033	del_chr_4p	0	0.16	0.3125	0	chr_4p	9e-4	no
SCI033	del_chr_4q	0.003	0.16	0.3125	0	chr_4q	6e-4	no
SCI033	del_chr_5p	0	0.16	0.3125	0	chr_5p	0.0011	no
SCI033	del_chr_5q	0	0.16	0.3125	0	chr_5q	6e-4	no
SCI033	del_chr_6p	0.044	0.16	0.3125	0	chr_6p	5e-4	no
SCI033	del_chr_6q	0.045	0.16	0.3125	0	chr_6q	5e-4	no
SCI033	del_chr_7p	0	0.16	0.3125	0	chr_7p	5e-4	no
SCI033	del_chr_7q	0	0.16	0.3125	0	chr_7q	5e-4	no
SCI033	del_chr_8p	0	0.16	0.3125	0	chr_8p	5e-4	no
SCI033	del_chr_8q	0	0.16	0.3125	0	chr_8q	5e-4	no
SCI033	del_chr_9p	0.355	0.16	0.3125	1	chr_9p	0.001	no
SCI033	del_chr_9q	0	0.16	0.3125	0	chr_9q	7e-4	no
SCI033	del_chr_10p	0	0.16	0.3125	0	chr_10p	0.0012	no
SCI033	del_chr_10q_NFKB2	0	0.16	0.3125	0	chr_10q_NFKB2	6e-4	no
SCI033	del_chr_11p	0	0.16	0.3125	0	chr_11p	5e-4	no
SCI033	del_chr_11q_BIRC2	0.002	0.16	0.3125	0	chr_11q_BIRC2	5e-4	no
SCI033	del_chr_12p	0	0.16	0.3125	0	chr_12p	5e-4	no
SCI033	del_chr_12q	0	0.16	0.3125	0	chr_12q	5e-4	no
SCI033	del_chr_13q_RB1	1	0.16	0.3125	1	chr_13q_RB1	9e-4	no
SCI033	del_chr_14q_MAX	0.24	0.16	0.3125	0	chr_14q_MAX	7e-4	no
SCI033	del_chr_14q_TRAF3	0.24	0.16	0.3125	0	chr_14q_TRAF3	7e-4	no
SCI033	del_chr_15q	0	0.16	0.3125	0	chr_15q	7e-4	no
SCI033	del_chr_16p	0	0.16	0.3125	0	chr_16p	7e-4	no
SCI033	del_chr_16q_CYLD	0	0.16	0.3125	0	chr_16q_CYLD	7e-4	no
SCI033	del_chr_17p_TP53	0.059	0.16	0.3125	0	chr_17p_TP53	0.0014	no
SCI033	del_chr_17q	0	0.16	0.3125	0	chr_17q	0.001	no
SCI033	del_chr_18p	0	0.16	0.3125	0	chr_18p	7e-4	no
SCI033	del_chr_18q	0	0.16	0.3125	0	chr_18q	7e-4	no
SCI033	del_chr_19p	0.072	0.16	0.3125	0	chr_19p	0.0012	no
SCI033	del_chr_19q	0.105	0.16	0.3125	0	chr_19q	0.001	no
SCI033	del_chr_20p	0	0.16	0.3125	0	chr_20p	0.0012	no
SCI033	del_chr_20q	0	0.16	0.3125	0	chr_20q	0.0013	no
SCI033	del_chr_21q	0	0.16	0.3125	0	chr_21q	0.0011	no
SCI033	del_chr_22q	1	0.16	0.3125	1	chr_22q	0.0015	no
SCI033	HyperDiploidy	0	0.16	0.3125	0	NA	0.002	NA
