idx	boot_n	sample
565	4	MMRF_2174_1_BM_CD138pos_pair
928	4	MMRF_2839_1_BM_CD138pos_pair
848	4	MMRF_2721_1_BM_CD138pos_pair
222	4	MMRF_1478_1_BM_CD138pos_pair
900	4	MMRF_2795_1_BM_CD138pos_pair
898	4	MMRF_2793_1_BM_CD138pos_pair
457	4	MMRF_1927_1_BM_CD138pos_pair
139	4	MMRF_1252_1_BM_CD138pos_pair
96	4	MMRF_1045_1_BM_CD138pos_pair
537	4	MMRF_2113_1_BM_CD138pos_pair
478	4	MMRF_1985_1_BM_CD138pos_pair
765	4	MMRF_2568_1_BM_CD138pos_pair
67	4	SCI038
512	4	MMRF_2061_1_BM_CD138pos_pair
187	4	MMRF_1380_1_BM_CD138pos_pair
801	4	MMRF_2641_1_BM_CD138pos_pair
833	4	MMRF_2699_1_BM_CD138pos_pair
266	4	MMRF_1580_1_BM_CD138pos_pair
475	4	MMRF_1978_1_BM_CD138pos_pair
668	4	MMRF_2379_1_BM_CD138pos_pair
549	4	MMRF_2138_1_BM_CD138pos_pair
391	4	MMRF_1797_1_BM_CD138pos_pair
888	4	MMRF_2775_1_BM_CD138pos_pair
680	4	MMRF_2407_1_BM_CD138pos_pair
1058	4	Tumor_Only_041_pair
1117	4	SCI059
389	4	MMRF_1795_1_BM_CD138pos_pair
813	4	MMRF_2664_1_BM_CD138pos_pair
730	4	MMRF_2498_1_BM_CD138pos_pair
345	4	MMRF_1721_1_BM_CD138pos_pair
356	4	MMRF_1739_1_BM_CD138pos_pair
69	4	IID_H196062_T01
866	4	MMRF_2746_1_BM_CD138pos_pair
390	4	MMRF_1796_1_BM_CD138pos_pair
757	4	MMRF_2548_1_BM_CD138pos_pair
1077	4	Tumor_Only_062_pair
173	4	MMRF_1344_1_BM_CD138pos_pair
1061	4	Tumor_Only_045_pair
279	4	MMRF_1605_1_BM_CD138pos_pair
320	4	MMRF_1672_1_BM_CD138pos_pair
42	4	CTF032
105	4	MMRF_1078_1_BM_CD138pos_pair
731	4	MMRF_2499_1_BM_CD138pos_pair
523	4	MMRF_2087_1_BM_CD138pos_pair
1013	4	SMM-085_pair
1017	4	SMM-089_pair
964	4	SMM-019_pair
356	4	MMRF_1739_1_BM_CD138pos_pair
501	4	MMRF_2038_1_BM_CD138pos_pair
5	4	SCI005
316	4	MMRF_1665_1_BM_CD138pos_pair
248	4	MMRF_1541_1_BM_CD138pos_pair
984	4	SMM-045_pair
690	4	MMRF_2427_1_BM_CD138pos_pair
676	4	MMRF_2399_1_BM_CD138pos_pair
1096	4	Tumor_Only_083_pair
667	4	MMRF_2378_1_BM_CD138pos_pair
702	4	MMRF_2449_1_BM_CD138pos_pair
690	4	MMRF_2427_1_BM_CD138pos_pair
944	4	PD47578a
1003	4	SMM-070_pair
361	4	MMRF_1753_1_BM_CD138pos_pair
229	4	MMRF_1501_1_BM_CD138pos_pair
83	4	SCI051
706	4	MMRF_2457_1_BM_CD138pos_pair
672	4	MMRF_2386_1_BM_CD138pos_pair
1154	4	SCI098
494	4	MMRF_2012_1_BM_CD138pos_pair
181	4	MMRF_1359_1_BM_CD138pos_pair
437	4	MMRF_1879_1_BM_CD138pos_pair
1030	4	Tumor_Only_011_pair
1087	4	Tumor_Only_073_pair
769	4	MMRF_2574_1_BM_CD138pos_pair
940	4	PD47574a
931	4	MMRF_2848_1_BM_CD138pos_pair
1106	4	Tumor_Only_093_pair
502	4	MMRF_2039_1_BM_CD138pos_pair
1139	4	SCI082
43	4	CTF033
327	4	MMRF_1683_1_BM_CD138pos_pair
1166	4	SCI110
430	4	MMRF_1861_1_BM_CD138pos_pair
530	4	MMRF_2098_1_BM_CD138pos_pair
826	4	MMRF_2688_1_BM_CD138pos_pair
871	4	MMRF_2754_1_BM_CD138pos_pair
153	4	MMRF_1293_1_BM_CD138pos_pair
239	4	MMRF_1523_1_BM_CD138pos_pair
334	4	MMRF_1700_1_BM_CD138pos_pair
739	4	MMRF_2514_1_BM_CD138pos_pair
175	4	MMRF_1349_1_BM_CD138pos_pair
1095	4	Tumor_Only_082_pair
724	4	MMRF_2487_1_BM_CD138pos_pair
1076	4	Tumor_Only_061_pair
808	4	MMRF_2652_1_BM_CD138pos_pair
564	4	MMRF_2173_1_BM_CD138pos_pair
736	4	MMRF_2506_1_BM_CD138pos_pair
1009	4	SMM-080_pair
1133	4	SCI076
630	4	MMRF_2297_1_BM_CD138pos_pair
393	4	MMRF_1802_1_BM_CD138pos_pair
1092	4	Tumor_Only_079_pair
267	4	MMRF_1583_1_BM_CD138pos_pair
269	4	MMRF_1588_1_BM_CD138pos_pair
123	4	MMRF_1169_1_BM_CD138pos_pair
701	4	MMRF_2446_1_BM_CD138pos_pair
472	4	MMRF_1971_1_BM_CD138pos_pair
665	4	MMRF_2373_1_BM_CD138pos_pair
162	4	MMRF_1320_1_BM_CD138pos_pair
596	4	MMRF_2230_1_BM_CD138pos_pair
337	4	MMRF_1710_1_BM_CD138pos_pair
432	4	MMRF_1865_1_BM_CD138pos_pair
861	4	MMRF_2739_1_BM_CD138pos_pair
916	4	MMRF_2826_1_BM_CD138pos_pair
1090	4	Tumor_Only_077_pair
255	4	MMRF_1560_1_BM_CD138pos_pair
623	4	MMRF_2286_1_BM_CD138pos_pair
501	4	MMRF_2038_1_BM_CD138pos_pair
894	4	MMRF_2787_1_BM_CD138pos_pair
1116	4	SCI058
186	4	MMRF_1377_1_BM_CD138pos_pair
997	4	SMM-058_pair
433	4	MMRF_1866_1_BM_CD138pos_pair
961	4	SMM-015_pair
484	4	MMRF_1995_1_BM_CD138pos_pair
965	4	SMM-020_pair
498	4	MMRF_2018_1_BM_CD138pos_pair
376	4	MMRF_1778_1_BM_CD138pos_pair
417	4	MMRF_1841_1_BM_CD138pos_pair
764	4	MMRF_2566_1_BM_CD138pos_pair
838	4	MMRF_2705_1_BM_CD138pos_pair
795	4	MMRF_2631_1_BM_CD138pos_pair
83	4	SCI051
910	4	MMRF_2818_1_BM_CD138pos_pair
1046	4	Tumor_Only_028_pair
873	4	MMRF_2756_1_BM_CD138pos_pair
686	4	MMRF_2419_1_BM_CD138pos_pair
25	4	SCI028
802	4	MMRF_2642_1_BM_CD138pos_pair
171	4	MMRF_1339_1_BM_CD138pos_pair
627	4	MMRF_2291_1_BM_CD138pos_pair
262	4	MMRF_1574_1_BM_CD138pos_pair
803	4	MMRF_2643_1_BM_CD138pos_pair
455	4	MMRF_1921_1_BM_CD138pos_pair
667	4	MMRF_2378_1_BM_CD138pos_pair
1038	4	Tumor_Only_019_pair
883	4	MMRF_2768_1_BM_CD138pos_pair
1000	4	SMM-064_pair
168	4	MMRF_1331_1_BM_CD138pos_pair
23	4	SCI025
51	4	CTF045
269	4	MMRF_1588_1_BM_CD138pos_pair
678	4	MMRF_2401_1_BM_CD138pos_pair
834	4	MMRF_2701_1_BM_CD138pos_pair
839	4	MMRF_2706_1_BM_CD138pos_pair
871	4	MMRF_2754_1_BM_CD138pos_pair
772	4	MMRF_2580_1_BM_CD138pos_pair
101	4	MMRF_1061_1_BM_CD138pos_pair
982	4	SMM-041_pair
667	4	MMRF_2378_1_BM_CD138pos_pair
189	4	MMRF_1386_1_BM_CD138pos_pair
978	4	SMM-034_pair
29	4	CTF003
35	4	CTF024
66	4	SCI037
601	4	MMRF_2238_1_BM_CD138pos_pair
798	4	MMRF_2637_1_BM_CD138pos_pair
602	4	MMRF_2240_1_BM_CD138pos_pair
115	4	MMRF_1108_1_BM_CD138pos_pair
232	4	MMRF_1506_1_BM_CD138pos_pair
205	4	MMRF_1432_1_BM_CD138pos_pair
444	4	MMRF_1891_1_BM_CD138pos_pair
1153	4	SCI097
507	4	MMRF_2054_1_BM_CD138pos_pair
211	4	MMRF_1446_1_BM_CD138pos_pair
986	4	SMM-047_pair
203	4	MMRF_1426_1_BM_CD138pos_pair
912	4	MMRF_2820_1_BM_CD138pos_pair
616	4	MMRF_2270_1_BM_CD138pos_pair
410	4	MMRF_1832_1_BM_CD138pos_pair
289	4	MMRF_1624_1_BM_CD138pos_pair
583	4	MMRF_2207_1_BM_CD138pos_pair
770	4	MMRF_2577_1_BM_CD138pos_pair
261	4	MMRF_1573_1_BM_CD138pos_pair
200	4	MMRF_1423_1_BM_CD138pos_pair
45	4	CTF036
841	4	MMRF_2708_1_BM_CD138pos_pair
404	4	MMRF_1822_1_BM_CD138pos_pair
645	4	MMRF_2326_1_BM_CD138pos_pair
701	4	MMRF_2446_1_BM_CD138pos_pair
903	4	MMRF_2805_1_BM_CD138pos_pair
151	4	MMRF_1286_1_BM_CD138pos_pair
576	4	MMRF_2197_1_BM_CD138pos_pair
508	4	MMRF_2055_1_BM_CD138pos_pair
955	4	SMM-007_pair
673	4	MMRF_2388_1_BM_CD138pos_pair
98	4	MMRF_1049_1_BM_CD138pos_pair
1143	4	SCI085
648	4	MMRF_2329_1_BM_CD138pos_pair
214	4	MMRF_1451_1_BM_CD138pos_pair
506	4	MMRF_2050_1_BM_CD138pos_pair
126	4	MMRF_1179_1_BM_CD138pos_pair
579	4	MMRF_2200_1_BM_CD138pos_pair
248	4	MMRF_1541_1_BM_CD138pos_pair
308	4	MMRF_1650_1_BM_CD138pos_pair
810	4	MMRF_2655_1_BM_CD138pos_pair
669	4	MMRF_2380_1_BM_CD138pos_pair
230	4	MMRF_1502_1_BM_CD138pos_pair
889	4	MMRF_2776_1_BM_CD138pos_pair
801	4	MMRF_2641_1_BM_CD138pos_pair
817	4	MMRF_2669_1_BM_CD138pos_pair
89	4	MMRF_1029_1_BM_CD138pos_pair
1169	4	SCI113
79	4	SCI047
226	4	MMRF_1489_1_BM_CD138pos_pair
933	4	MMRF_2853_1_BM_CD138pos_pair
608	4	MMRF_2253_1_BM_CD138pos_pair
946	4	PD47580a
179	4	MMRF_1356_1_BM_CD138pos_pair
162	4	MMRF_1320_1_BM_CD138pos_pair
938	4	PD47572a
603	4	MMRF_2244_1_BM_CD138pos_pair
946	4	PD47580a
771	4	MMRF_2579_1_BM_CD138pos_pair
306	4	MMRF_1647_1_BM_CD138pos_pair
1110	4	Tumor_Only_097_pair
815	4	MMRF_2666_1_BM_CD138pos_pair
55	4	CTF056
104	4	MMRF_1077_1_BM_CD138pos_pair
189	4	MMRF_1386_1_BM_CD138pos_pair
1011	4	SMM-083_pair
708	4	MMRF_2459_1_BM_CD138pos_pair
844	4	MMRF_2715_1_BM_CD138pos_pair
177	4	MMRF_1354_1_BM_CD138pos_pair
942	4	PD47576a
308	4	MMRF_1650_1_BM_CD138pos_pair
118	4	MMRF_1151_1_BM_CD138pos_pair
1155	4	SCI099
261	4	MMRF_1573_1_BM_CD138pos_pair
1017	4	SMM-089_pair
392	4	MMRF_1801_1_BM_CD138pos_pair
778	4	MMRF_2592_1_BM_CD138pos_pair
1164	4	SCI108
409	4	MMRF_1831_1_BM_CD138pos_pair
675	4	MMRF_2397_1_BM_CD138pos_pair
1118	4	SCI061
361	4	MMRF_1753_1_BM_CD138pos_pair
1037	4	Tumor_Only_018_pair
242	4	MMRF_1533_1_BM_CD138pos_pair
453	4	MMRF_1917_1_BM_CD138pos_pair
954	4	SMM-006_pair
795	4	MMRF_2631_1_BM_CD138pos_pair
1000	4	SMM-064_pair
652	4	MMRF_2335_1_BM_CD138pos_pair
577	4	MMRF_2198_1_BM_CD138pos_pair
169	4	MMRF_1332_1_BM_CD138pos_pair
231	4	MMRF_1505_1_BM_CD138pos_pair
1045	4	Tumor_Only_027_pair
939	4	PD47573a
705	4	MMRF_2456_1_BM_CD138pos_pair
571	4	MMRF_2186_1_BM_CD138pos_pair
538	4	MMRF_2115_1_BM_CD138pos_pair
726	4	MMRF_2489_1_BM_CD138pos_pair
971	4	SMM-026_pair
836	4	MMRF_2703_1_BM_CD138pos_pair
1005	4	SMM-073_pair
388	4	MMRF_1794_1_BM_CD138pos_pair
479	4	MMRF_1986_1_BM_CD138pos_pair
594	4	MMRF_2226_1_BM_CD138pos_pair
96	4	MMRF_1045_1_BM_CD138pos_pair
817	4	MMRF_2669_1_BM_CD138pos_pair
450	4	MMRF_1911_1_BM_CD138pos_pair
684	4	MMRF_2412_1_BM_CD138pos_pair
28	4	CTF002
306	4	MMRF_1647_1_BM_CD138pos_pair
984	4	SMM-045_pair
633	4	MMRF_2302_1_BM_CD138pos_pair
1083	4	Tumor_Only_068_pair
288	4	MMRF_1622_1_BM_CD138pos_pair
11	4	SCI012
663	4	MMRF_2367_1_BM_CD138pos_pair
848	4	MMRF_2721_1_BM_CD138pos_pair
1151	4	SCI095
882	4	MMRF_2767_1_BM_CD138pos_pair
545	4	MMRF_2128_1_BM_CD138pos_pair
353	4	MMRF_1735_1_BM_CD138pos_pair
427	4	MMRF_1858_1_BM_CD138pos_pair
737	4	MMRF_2507_1_BM_CD138pos_pair
284	4	MMRF_1614_1_BM_CD138pos_pair
830	4	MMRF_2695_1_BM_CD138pos_pair
590	4	MMRF_2222_1_BM_CD138pos_pair
545	4	MMRF_2128_1_BM_CD138pos_pair
687	4	MMRF_2422_1_BM_CD138pos_pair
959	4	SMM-012_pair
580	4	MMRF_2201_1_BM_CD138pos_pair
832	4	MMRF_2698_1_BM_CD138pos_pair
331	4	MMRF_1694_1_BM_CD138pos_pair
561	4	MMRF_2168_1_BM_CD138pos_pair
1161	4	SCI105
563	4	MMRF_2172_1_BM_CD138pos_pair
656	4	MMRF_2344_1_BM_CD138pos_pair
772	4	MMRF_2580_1_BM_CD138pos_pair
371	4	MMRF_1772_1_BM_CD138pos_pair
1004	4	SMM-071_pair
362	4	MMRF_1755_1_BM_CD138pos_pair
430	4	MMRF_1861_1_BM_CD138pos_pair
876	4	MMRF_2760_1_BM_CD138pos_pair
553	4	MMRF_2144_1_BM_CD138pos_pair
649	4	MMRF_2330_1_BM_CD138pos_pair
32	4	CTF010
344	4	MMRF_1720_1_BM_CD138pos_pair
733	4	MMRF_2503_1_BM_CD138pos_pair
162	4	MMRF_1320_1_BM_CD138pos_pair
491	4	MMRF_2005_1_BM_CD138pos_pair
445	4	MMRF_1893_1_BM_CD138pos_pair
1089	4	Tumor_Only_076_pair
737	4	MMRF_2507_1_BM_CD138pos_pair
1109	4	Tumor_Only_096_pair
387	4	MMRF_1793_1_BM_CD138pos_pair
642	4	MMRF_2317_1_BM_CD138pos_pair
942	4	PD47576a
861	4	MMRF_2739_1_BM_CD138pos_pair
780	4	MMRF_2595_1_BM_CD138pos_pair
243	4	MMRF_1534_1_BM_CD138pos_pair
1079	4	Tumor_Only_064_pair
320	4	MMRF_1672_1_BM_CD138pos_pair
862	4	MMRF_2740_1_BM_CD138pos_pair
1045	4	Tumor_Only_027_pair
579	4	MMRF_2200_1_BM_CD138pos_pair
198	4	MMRF_1408_1_BM_CD138pos_pair
1170	4	SCI114
797	4	MMRF_2636_1_BM_CD138pos_pair
103	4	MMRF_1073_1_BM_CD138pos_pair
1004	4	SMM-071_pair
1094	4	Tumor_Only_081_pair
1058	4	Tumor_Only_041_pair
833	4	MMRF_2699_1_BM_CD138pos_pair
407	4	MMRF_1825_1_BM_CD138pos_pair
61	4	SCI032
808	4	MMRF_2652_1_BM_CD138pos_pair
172	4	MMRF_1342_1_BM_CD138pos_pair
672	4	MMRF_2386_1_BM_CD138pos_pair
729	4	MMRF_2497_1_BM_CD138pos_pair
1117	4	SCI059
532	4	MMRF_2102_1_BM_CD138pos_pair
922	4	MMRF_2832_1_BM_CD138pos_pair
546	4	MMRF_2129_1_BM_CD138pos_pair
521	4	MMRF_2082_1_BM_CD138pos_pair
180	4	MMRF_1358_1_BM_CD138pos_pair
256	4	MMRF_1564_1_BM_CD138pos_pair
262	4	MMRF_1574_1_BM_CD138pos_pair
1124	4	SCI067
440	4	MMRF_1882_1_BM_CD138pos_pair
13	4	SCI014
1089	4	Tumor_Only_076_pair
132	4	MMRF_1202_1_BM_CD138pos_pair
525	4	MMRF_2090_1_BM_CD138pos_pair
231	4	MMRF_1505_1_BM_CD138pos_pair
912	4	MMRF_2820_1_BM_CD138pos_pair
681	4	MMRF_2409_1_BM_CD138pos_pair
131	4	MMRF_1195_1_BM_CD138pos_pair
4	4	SCI004
93	4	MMRF_1033_1_BM_CD138pos_pair
283	4	MMRF_1613_1_BM_CD138pos_pair
390	4	MMRF_1796_1_BM_CD138pos_pair
1128	4	SCI071
496	4	MMRF_2015_1_BM_CD138pos_pair
1133	4	SCI076
288	4	MMRF_1622_1_BM_CD138pos_pair
911	4	MMRF_2819_1_BM_CD138pos_pair
216	4	MMRF_1454_1_BM_CD138pos_pair
862	4	MMRF_2740_1_BM_CD138pos_pair
1075	4	Tumor_Only_060_pair
165	4	MMRF_1325_1_BM_CD138pos_pair
624	4	MMRF_2288_1_BM_CD138pos_pair
87	4	MMRF_1016_1_BM_CD138pos_pair
1168	4	SCI112
965	4	SMM-020_pair
549	4	MMRF_2138_1_BM_CD138pos_pair
7	4	SCI007
855	4	MMRF_2731_1_BM_CD138pos_pair
945	4	PD47579a
808	4	MMRF_2652_1_BM_CD138pos_pair
753	4	MMRF_2541_1_BM_CD138pos_pair
416	4	MMRF_1839_1_BM_CD138pos_pair
49	4	CTF042
853	4	MMRF_2729_1_BM_CD138pos_pair
427	4	MMRF_1858_1_BM_CD138pos_pair
624	4	MMRF_2288_1_BM_CD138pos_pair
617	4	MMRF_2271_1_BM_CD138pos_pair
25	4	SCI028
888	4	MMRF_2775_1_BM_CD138pos_pair
552	4	MMRF_2143_1_BM_CD138pos_pair
480	4	MMRF_1988_1_BM_CD138pos_pair
946	4	PD47580a
205	4	MMRF_1432_1_BM_CD138pos_pair
756	4	MMRF_2546_1_BM_CD138pos_pair
723	4	MMRF_2486_1_BM_CD138pos_pair
537	4	MMRF_2113_1_BM_CD138pos_pair
9	4	SCI010
897	4	MMRF_2792_1_BM_CD138pos_pair
932	4	MMRF_2851_1_BM_CD138pos_pair
197	4	MMRF_1403_1_BM_CD138pos_pair
107	4	MMRF_1082_1_BM_CD138pos_pair
185	4	MMRF_1371_1_BM_CD138pos_pair
628	4	MMRF_2292_1_BM_CD138pos_pair
120	4	MMRF_1157_1_BM_CD138pos_pair
406	4	MMRF_1824_1_BM_CD138pos_pair
287	4	MMRF_1621_1_BM_CD138pos_pair
179	4	MMRF_1356_1_BM_CD138pos_pair
577	4	MMRF_2198_1_BM_CD138pos_pair
947	4	PD47581a
629	4	MMRF_2293_1_BM_CD138pos_pair
507	4	MMRF_2054_1_BM_CD138pos_pair
102	4	MMRF_1068_1_BM_CD138pos_pair
94	4	MMRF_1037_1_BM_CD138pos_pair
423	4	MMRF_1851_1_BM_CD138pos_pair
725	4	MMRF_2488_1_BM_CD138pos_pair
875	4	MMRF_2758_1_BM_CD138pos_pair
685	4	MMRF_2413_1_BM_CD138pos_pair
276	4	MMRF_1601_1_BM_CD138pos_pair
1157	4	SCI101
510	4	MMRF_2058_1_BM_CD138pos_pair
404	4	MMRF_1822_1_BM_CD138pos_pair
88	4	MMRF_1021_1_BM_CD138pos_pair
536	4	MMRF_2112_1_BM_CD138pos_pair
841	4	MMRF_2708_1_BM_CD138pos_pair
742	4	MMRF_2518_1_BM_CD138pos_pair
524	4	MMRF_2089_1_BM_CD138pos_pair
576	4	MMRF_2197_1_BM_CD138pos_pair
507	4	MMRF_2054_1_BM_CD138pos_pair
443	4	MMRF_1890_1_BM_CD138pos_pair
242	4	MMRF_1533_1_BM_CD138pos_pair
91	4	MMRF_1031_1_BM_CD138pos_pair
500	4	MMRF_2026_1_BM_CD138pos_pair
852	4	MMRF_2728_1_BM_CD138pos_pair
1142	4	pM11003
639	4	MMRF_2313_1_BM_CD138pos_pair
765	4	MMRF_2568_1_BM_CD138pos_pair
1098	4	Tumor_Only_085_pair
904	4	MMRF_2807_1_BM_CD138pos_pair
517	4	MMRF_2076_1_BM_CD138pos_pair
493	4	MMRF_2007_1_BM_CD138pos_pair
416	4	MMRF_1839_1_BM_CD138pos_pair
9	4	SCI010
1026	4	Tumor_Only_007_pair
378	4	MMRF_1781_1_BM_CD138pos_pair
704	4	MMRF_2455_1_BM_CD138pos_pair
465	4	MMRF_1955_1_BM_CD138pos_pair
1160	4	SCI104
1148	4	SCI093
698	4	MMRF_2442_1_BM_CD138pos_pair
4	4	SCI004
915	4	MMRF_2823_1_BM_CD138pos_pair
362	4	MMRF_1755_1_BM_CD138pos_pair
579	4	MMRF_2200_1_BM_CD138pos_pair
434	4	MMRF_1867_1_BM_CD138pos_pair
804	4	MMRF_2646_1_BM_CD138pos_pair
704	4	MMRF_2455_1_BM_CD138pos_pair
291	4	MMRF_1627_1_BM_CD138pos_pair
1077	4	Tumor_Only_062_pair
217	4	MMRF_1460_1_BM_CD138pos_pair
722	4	MMRF_2485_1_BM_CD138pos_pair
327	4	MMRF_1683_1_BM_CD138pos_pair
533	4	MMRF_2106_1_BM_CD138pos_pair
98	4	MMRF_1049_1_BM_CD138pos_pair
561	4	MMRF_2168_1_BM_CD138pos_pair
48	4	CTF041
226	4	MMRF_1489_1_BM_CD138pos_pair
520	4	MMRF_2081_1_BM_CD138pos_pair
593	4	MMRF_2225_1_BM_CD138pos_pair
697	4	MMRF_2440_1_BM_CD138pos_pair
939	4	PD47573a
642	4	MMRF_2317_1_BM_CD138pos_pair
733	4	MMRF_2503_1_BM_CD138pos_pair
657	4	MMRF_2352_1_BM_CD138pos_pair
372	4	MMRF_1773_1_BM_CD138pos_pair
509	4	MMRF_2056_1_BM_CD138pos_pair
662	4	MMRF_2366_1_BM_CD138pos_pair
111	4	MMRF_1092_1_BM_CD138pos_pair
711	4	MMRF_2465_1_BM_CD138pos_pair
122	4	MMRF_1167_1_BM_CD138pos_pair
877	4	MMRF_2761_1_BM_CD138pos_pair
109	4	MMRF_1089_1_BM_CD138pos_pair
7	4	SCI007
1065	4	Tumor_Only_049_pair
1084	4	Tumor_Only_069_pair
387	4	MMRF_1793_1_BM_CD138pos_pair
71	4	IID_H196064_T01
18	4	SCI018
1143	4	SCI085
580	4	MMRF_2201_1_BM_CD138pos_pair
150	4	MMRF_1285_1_BM_CD138pos_pair
328	4	MMRF_1686_1_BM_CD138pos_pair
573	4	MMRF_2190_1_BM_CD138pos_pair
500	4	MMRF_2026_1_BM_CD138pos_pair
1171	4	SCI115
104	4	MMRF_1077_1_BM_CD138pos_pair
413	4	MMRF_1835_1_BM_CD138pos_pair
1071	4	Tumor_Only_056_pair
8	4	SCI009
7	4	SCI007
393	4	MMRF_1802_1_BM_CD138pos_pair
365	4	MMRF_1760_1_BM_CD138pos_pair
295	4	MMRF_1633_1_BM_CD138pos_pair
5	4	SCI005
1086	4	Tumor_Only_072_pair
262	4	MMRF_1574_1_BM_CD138pos_pair
703	4	MMRF_2453_1_BM_CD138pos_pair
870	4	MMRF_2753_1_BM_CD138pos_pair
1018	4	SMM-090_pair
1109	4	Tumor_Only_096_pair
832	4	MMRF_2698_1_BM_CD138pos_pair
796	4	MMRF_2634_1_BM_CD138pos_pair
306	4	MMRF_1647_1_BM_CD138pos_pair
351	4	MMRF_1730_1_BM_CD138pos_pair
854	4	MMRF_2730_1_BM_CD138pos_pair
292	4	MMRF_1628_1_BM_CD138pos_pair
689	4	MMRF_2426_1_BM_CD138pos_pair
1072	4	Tumor_Only_057_pair
324	4	MMRF_1678_1_BM_CD138pos_pair
679	4	MMRF_2404_1_BM_CD138pos_pair
361	4	MMRF_1753_1_BM_CD138pos_pair
773	4	MMRF_2581_1_BM_CD138pos_pair
987	4	SMM-048_pair
310	4	MMRF_1652_1_BM_CD138pos_pair
76	4	SCI044
690	4	MMRF_2427_1_BM_CD138pos_pair
898	4	MMRF_2793_1_BM_CD138pos_pair
446	4	MMRF_1895_1_BM_CD138pos_pair
514	4	MMRF_2063_1_BM_CD138pos_pair
914	4	MMRF_2822_1_BM_CD138pos_pair
872	4	MMRF_2755_1_BM_CD138pos_pair
1044	4	Tumor_Only_026_pair
1106	4	Tumor_Only_093_pair
1019	4	SMM-091_pair
150	4	MMRF_1285_1_BM_CD138pos_pair
852	4	MMRF_2728_1_BM_CD138pos_pair
590	4	MMRF_2222_1_BM_CD138pos_pair
112	4	MMRF_1098_1_BM_CD138pos_pair
1016	4	SMM-088_pair
526	4	MMRF_2091_1_BM_CD138pos_pair
877	4	MMRF_2761_1_BM_CD138pos_pair
278	4	MMRF_1603_1_BM_CD138pos_pair
910	4	MMRF_2818_1_BM_CD138pos_pair
1100	4	Tumor_Only_087_pair
462	4	MMRF_1932_1_BM_CD138pos_pair
546	4	MMRF_2129_1_BM_CD138pos_pair
1034	4	Tumor_Only_015_pair
990	4	SMM-051_pair
216	4	MMRF_1454_1_BM_CD138pos_pair
193	4	MMRF_1392_1_BM_CD138pos_pair
395	4	MMRF_1807_1_BM_CD138pos_pair
344	4	MMRF_1720_1_BM_CD138pos_pair
323	4	MMRF_1677_1_BM_CD138pos_pair
411	4	MMRF_1833_1_BM_CD138pos_pair
1131	4	SCI074
656	4	MMRF_2344_1_BM_CD138pos_pair
233	4	MMRF_1510_1_BM_CD138pos_pair
794	4	MMRF_2630_1_BM_CD138pos_pair
914	4	MMRF_2822_1_BM_CD138pos_pair
915	4	MMRF_2823_1_BM_CD138pos_pair
334	4	MMRF_1700_1_BM_CD138pos_pair
366	4	MMRF_1761_1_BM_CD138pos_pair
544	4	MMRF_2126_1_BM_CD138pos_pair
19	4	SCI019
415	4	MMRF_1838_1_BM_CD138pos_pair
835	4	MMRF_2702_1_BM_CD138pos_pair
549	4	MMRF_2138_1_BM_CD138pos_pair
967	4	SMM-022_pair
1053	4	Tumor_Only_035_pair
537	4	MMRF_2113_1_BM_CD138pos_pair
1162	4	SCI106
481	4	MMRF_1991_1_BM_CD138pos_pair
585	4	MMRF_2211_1_BM_CD138pos_pair
1110	4	Tumor_Only_097_pair
975	4	SMM-031_pair
474	4	MMRF_1977_1_BM_CD138pos_pair
301	4	MMRF_1642_1_BM_CD138pos_pair
122	4	MMRF_1167_1_BM_CD138pos_pair
275	4	MMRF_1598_1_BM_CD138pos_pair
358	4	MMRF_1744_1_BM_CD138pos_pair
779	4	MMRF_2593_1_BM_CD138pos_pair
467	4	MMRF_1960_1_BM_CD138pos_pair
972	4	SMM-027_pair
1041	4	Tumor_Only_022_pair
425	4	MMRF_1855_1_BM_CD138pos_pair
1111	4	Tumor_Only_099_pair
784	4	MMRF_2601_1_BM_CD138pos_pair
45	4	CTF036
579	4	MMRF_2200_1_BM_CD138pos_pair
987	4	SMM-048_pair
928	4	MMRF_2839_1_BM_CD138pos_pair
403	4	MMRF_1820_1_BM_CD138pos_pair
937	4	PD47570a
1129	4	SCI072
637	4	MMRF_2308_1_BM_CD138pos_pair
260	4	MMRF_1572_1_BM_CD138pos_pair
14	4	SCI015
728	4	MMRF_2493_1_BM_CD138pos_pair
1108	4	Tumor_Only_095_pair
248	4	MMRF_1541_1_BM_CD138pos_pair
1166	4	SCI110
758	4	MMRF_2549_1_BM_CD138pos_pair
1094	4	Tumor_Only_081_pair
903	4	MMRF_2805_1_BM_CD138pos_pair
674	4	MMRF_2394_1_BM_CD138pos_pair
479	4	MMRF_1986_1_BM_CD138pos_pair
985	4	SMM-046_pair
561	4	MMRF_2168_1_BM_CD138pos_pair
717	4	MMRF_2475_1_BM_CD138pos_pair
370	4	MMRF_1771_1_BM_CD138pos_pair
168	4	MMRF_1331_1_BM_CD138pos_pair
1024	4	Tumor_Only_005_pair
279	4	MMRF_1605_1_BM_CD138pos_pair
315	4	MMRF_1664_1_BM_CD138pos_pair
697	4	MMRF_2440_1_BM_CD138pos_pair
695	4	MMRF_2437_1_BM_CD138pos_pair
945	4	PD47579a
683	4	MMRF_2411_1_BM_CD138pos_pair
43	4	CTF033
711	4	MMRF_2465_1_BM_CD138pos_pair
1058	4	Tumor_Only_041_pair
