ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SCI040	1.9993|0.007	2.0125|0.0051	1.9785|0.0032	1.9729|0.0044	2.3974|0.0111	1.1361|0.0044	0.995|0.0046	2.0018|0.0048	1.9871|0.0051	2.0009|0.0167	2.0024|0.0068	1.9928|0.0049	1.9936|0.0051	2.0896|0.0038	2.0896|0.0038	2.0626|0.0042	2.0626|0.0042	1.9914|0.0048	3.2404|0.005	1.995|0.004	1.995|0.004	1.9929|0.0058	2.0159|0.0066	2.0046|0.0044	2.0007|0.0054	2.0021|0.0034	1.9902|0.0038	1.9948|0.0072	1.9928|0.003	1.9917|0.0091	1.9922|0.0029	2.002|0.0045	2.0022|0.0029	1.9911|0.0028	1.992|0.0039	2.0096|0.0028	2.0096|0.0028	2.0983|0.0107	2.0085|0.0111	1.9897|0.0033	1.9785|0.0032	1.9865|0.0032	2.0028|0.0104	1.9865|0.0032	1.9976|0.0036	3.3292|0.0038	2.0096|0.0028	2.0096|0.0028	1.9838|0.0235	2.0044|0.007	1.9865|0.0032	1.9897|0.0033	1.9964|0.008	1.9881|0.0055
SCI042	2.0196|0.0041	2.0184|0.0049	1.9154|0.0026	2.3035|0.0033	1.9488|0.0023	1.9488|0.0023	0.9309|0.0028	2.0305|0.0034	1.9276|0.0029	2.028|0.0044	1.1396|0.0039	1.6171|0.0138	1.9931|0.0034	1.9859|0.003	1.9859|0.003	1.8916|0.0056	1.8723|0.0064	1.6687|0.0057	2.1304|0.0025	2.0063|0.0032	2.0063|0.0032	2.0031|0.0046	2.0383|0.0154	1.1563|0.0079	1.1631|0.0056	1.945|0.0029	1.9453|0.0034	2.0176|0.0038	2.0327|0.0024	1.9553|0.0044	1.9929|0.0023	2.0056|0.0028	1.2124|0.0046	1.98|0.0022	1.98|0.0022	2.0249|0.0022	2.0249|0.0022	1.9857|0.0066	2.1252|0.0236	1.9384|0.0053	1.9154|0.0026	1.9961|0.0028	1.1396|0.0039	1.9961|0.0028	2.0351|0.0029	2.1304|0.0025	2.0249|0.0022	2.0249|0.0022	2.0174|0.0039	2.0183|0.0055	2.1304|0.0025	1.9471|0.0028	2.028|0.0044	1.9488|0.0101
SCI043	2.0488|0.0062	2.0121|0.0041	1.9625|0.006	1.9572|0.0066	2.0116|0.0088	2.0043|0.0086	0.9678|0.0086	2.0038|0.0055	2.0085|0.0054	1.9992|0.0118	1.9994|0.0132	1.9956|0.0067	2.9649|0.0089	2.0654|0.0069	2.0426|0.0084	1.9136|0.0115	1.9764|0.0119	1.9654|0.0077	2.8269|0.0092	2.0423|0.0074	1.9884|0.0064	2.029|0.01	1.967|0.0139	1.999|0.0044	2.0053|0.0044	0.955|0.0072	2.9785|0.0046	1.9885|0.0058	1.9928|0.0036	1.9896|0.003	1.9896|0.003	2.0103|0.0031	2.0103|0.0031	0.9864|0.0065	3.0154|0.0073	2.1186|0.0153	1.9965|0.0041	1.9753|0.0111	1.9933|0.0067	2.0217|0.0117	1.9648|0.0049	1.994|0.0045	2.0026|0.0092	1.994|0.0045	1.9964|0.0043	3.0113|0.0129	1.9963|0.004	1.9963|0.004	1.9885|0.0058	2.0033|0.0034	1.994|0.0045	2.9785|0.0046	1.983|0.0094	1.9356|0.0074
SCI044	2.0646|0.002	2.0646|0.002	2.8759|0.0033	2.8694|0.0023	1.9197|0.0019	1.9197|0.0019	2.0583|0.0028	2.0603|0.0033	3.88|0.0038	2.0296|0.0088	2.1422|0.0058	1.9921|0.0041	1.9631|0.0037	2.9717|0.0026	2.9717|0.0026	3.5809|0.0043	3.5935|0.0057	2.0153|0.0032	2.0118|0.0022	2.0153|0.0041	1.8791|0.0051	2.0163|0.0039	2.0016|0.0087	2.0474|0.0039	2.0445|0.0021	2.9631|0.0028	2.9672|0.0034	2.0551|0.0017	2.0551|0.0017	3.9155|0.0034	4.0439|0.0032	2.2824|0.0029	2.1048|0.002	2.973|0.0038	2.9865|0.0022	1.8585|0.0033	2.0874|0.003	3.0219|0.0049	3.01|0.0032	2.9661|0.0027	2.8694|0.0023	2.0136|0.0022	2.1411|0.0061	2.0136|0.0022	2.0603|0.0033	2.0118|0.0022	2.0817|0.0025	2.0817|0.0025	2.0551|0.0017	2.0448|0.0019	2.0136|0.0022	2.9661|0.0027	2.0245|0.0084	1.9881|0.008
SCI045	1.9802|0.0057	1.9802|0.0057	1.9443|0.0056	1.9443|0.0056	1.9674|0.0117	1.9625|0.0065	0.9649|0.0071	0.9823|0.0071	1.9805|0.0072	1.9922|0.011	1.9857|0.0096	1.9963|0.0071	1.9963|0.0071	1.1299|0.0162	1.9388|0.0088	1.9453|0.0099	1.9497|0.0182	1.9958|0.0044	1.9958|0.0044	1.2973|0.0171	1.9877|0.0108	1.9885|0.0199	2.0101|0.0106	1.9992|0.0084	2.0008|0.0057	1.9808|0.0047	1.9815|0.0057	1.9514|0.0159	2.0107|0.0057	1.9833|0.0062	1.9821|0.005	2.0022|0.0051	2.0022|0.0051	1.9978|0.0053	1.9978|0.0053	1.9985|0.0055	1.9985|0.0055	1.9615|0.0213	2.1012|0.0075	1.9808|0.0047	1.9443|0.0056	1.9958|0.0044	1.9855|0.0096	1.9958|0.0044	0.9823|0.0071	1.9958|0.0044	1.9985|0.0055	1.9985|0.0055	1.9795|0.012	2.0031|0.0055	1.9958|0.0044	1.9808|0.0047	1.9922|0.011	2.0101|0.0106
SCI046	2.0171|0.0035	2.0283|0.0029	1.9445|0.002	1.9445|0.002	1.9723|0.0021	1.9723|0.0021	1.0022|0.0026	1.0237|0.0036	1.9941|0.0039	1.0364|0.0026	1.0364|0.0026	2.0565|0.004	2.0564|0.0036	1.9817|0.0027	1.9817|0.0027	2.0198|0.0047	1.979|0.0038	2.0218|0.0016	2.021|0.0019	2.0073|0.0044	2.1135|0.0038	2.0205|0.0042	1.3566|0.0053	2.0214|0.0033	2.0209|0.002	1.9631|0.0033	1.9638|0.0027	2.0174|0.0035	2.0108|0.0022	1.9799|0.004	1.9895|0.0019	2.0295|0.0019	2.0295|0.0019	2.0065|0.004	2.0088|0.0043	2.0214|0.0031	2.0244|0.0027	2.9514|0.0038	2.9852|0.0043	1.9635|0.0024	1.9445|0.002	2.0218|0.0016	1.0364|0.0026	2.0218|0.0016	1.0237|0.0036	2.0218|0.0016	2.0252|0.0026	2.0252|0.0026	2.0174|0.0035	2.0205|0.002	2.0218|0.0016	1.9635|0.0024	1.0364|0.0026	1.3548|0.0042
SCI047	2.0132|0.0036	2.011|0.0044	2.8692|0.0052	2.8603|0.0041	1.3913|0.009	1.9761|0.0029	2.022|0.0038	2.0286|0.0036	2.9145|0.0027	1.984|0.0069	2.0781|0.0078	1.9779|0.005	1.8906|0.0082	2.0106|0.0034	2.0042|0.0044	3.7149|0.0043	3.0743|0.0061	0.9593|0.0048	1.9832|0.0022	1.9945|0.0067	1.9419|0.0065	1.989|0.0042	1.9338|0.0093	1.9752|0.004	2.0215|0.004	2.9411|0.0034	2.9469|0.0023	2.0382|0.0019	2.0382|0.0019	2.9493|0.0035	3.0281|0.0047	2.0245|0.0036	2.091|0.0064	1.9655|0.002	1.9655|0.002	2.0343|0.0033	2.0375|0.0021	2.9865|0.0041	2.9608|0.0035	2.9469|0.0023	2.8676|0.0031	1.9763|0.0029	2.0639|0.0058	0.9593|0.0048	2.0251|0.0026	1.9832|0.0022	2.0375|0.0021	2.0375|0.0021	2.0382|0.0019	2.0398|0.0042	1.9832|0.0022	2.9469|0.0023	1.9871|0.0052	1.9654|0.0053
SCI048	2.0529|0.0049	2.0417|0.0051	2.8879|0.0035	2.9024|0.0041	2.0347|0.0027	2.0347|0.0027	2.0693|0.0046	2.0558|0.0039	2.9234|0.0059	1.7571|0.0072	2.0813|0.0037	1.9612|0.0034	1.9612|0.0034	2.0725|0.0036	2.0725|0.0036	2.9192|0.0041	2.9192|0.0041	2.0035|0.0031	2.0137|0.0027	2.0101|0.0039	2.0325|0.005	3.0501|0.0104	1.9627|0.0074	2.0338|0.0034	2.038|0.0042	2.9795|0.0032	2.9795|0.0032	2.0357|0.0048	2.0912|0.005	3.0019|0.0042	3.0631|0.0038	2.1904|0.0103	2.1012|0.0045	3.03|0.0025	3.03|0.0025	2.0612|0.0026	2.0612|0.0026	4.083|0.0051	3.9235|0.0078	1.9792|0.0034	2.9127|0.0045	1.9996|0.0032	2.0813|0.0037	2.0137|0.0027	2.0615|0.0034	2.0137|0.0027	2.0612|0.0026	2.0612|0.0026	2.0382|0.0043	2.0641|0.0061	2.0137|0.0027	1.9792|0.0034	2.0813|0.0037	1.9737|0.0055
SCI049	2.0815|0.003	2.1041|0.002	3.0022|0.0026	2.9924|0.0018	2.043|0.0017	2.043|0.0017	1.8751|0.004	1.9792|0.0024	1.9888|0.0024	2.2107|0.0022	2.2107|0.0022	2.1173|0.0021	2.1173|0.0021	2.1084|0.0022	2.1084|0.0022	2.7646|0.0025	2.7646|0.0025	2.086|0.0013	2.086|0.0013	2.1124|0.0024	2.1124|0.0024	2.1313|0.0034	2.0959|0.0032	2.1026|0.0017	2.1026|0.0017	2.7806|0.002	2.7495|0.0037	2.0244|0.003	1.9875|0.0024	2.008|0.0015	2.008|0.0015	2.1074|0.0026	2.1152|0.0017	1.9713|0.0033	1.9761|0.0031	2.0575|0.0022	2.0866|0.0027	2.7454|0.0044	2.7406|0.0057	2.7407|0.004	2.9924|0.0018	2.086|0.0013	2.2107|0.0022	2.086|0.0013	1.9786|0.0021	2.086|0.0013	2.1236|0.0034	2.1236|0.0034	2.0307|0.003	2.0493|0.0019	2.086|0.0013	2.7423|0.0032	2.2107|0.0022	2.0959|0.0032
SCI050	2.0873|0.0037	2.091|0.0044	2.807|0.002	2.807|0.002	1.7329|0.0043	2.0681|0.0023	2.0918|0.0026	2.0707|0.0046	3.7237|0.0026	2.0524|0.0058	2.2088|0.0058	2.0255|0.003	2.1864|0.0073	2.0734|0.0027	2.0734|0.0027	2.8889|0.0047	2.8608|0.0038	1.9736|0.004	0.8534|0.0453	2.0851|0.0029	2.0851|0.0029	2.0619|0.0055	2.0929|0.0038	2.073|0.0021	2.087|0.0027	2.8933|0.0018	2.894|0.0023	2.0652|0.0035	1.8214|0.0038	2.5734|0.005	2.4828|0.0057	2.2789|0.0046	1.3893|0.0057	2.0046|0.0019	2.0046|0.0019	1.4422|0.0046	2.0986|0.0024	2.9401|0.0039	2.8274|0.0052	2.8933|0.0018	2.807|0.002	2.0782|0.0026	2.2069|0.0047	1.2696|0.0279	2.0222|0.0031	2.0373|0.0024	2.0986|0.0024	2.0986|0.0024	1.9905|0.0118	1.2357|0.028	1.7319|0.0054	2.8933|0.0018	2.1033|0.0042	2.0929|0.0038
SCI051	2.1068|0.0021	2.1032|0.0026	2.7084|0.0019	2.71|0.0024	2.0366|0.0019	2.0366|0.0019	2.1352|0.0024	2.1238|0.0024	2.809|0.0024	2.1315|0.0037	1.1801|0.0032	2.0703|0.0036	2.1876|0.005	2.0702|0.0031	2.0702|0.0031	3.4061|0.0044	3.3399|0.003	2.07|0.0026	2.0814|0.0022	2.0717|0.004	2.0657|0.0036	2.6759|0.0074	2.0665|0.0048	2.1155|0.0023	2.117|0.0018	2.6518|0.0023	2.6683|0.0041	2.1373|0.0025	2.1463|0.0017	2.8376|0.0033	2.1036|0.0019	2.8857|0.0047	1.2936|0.0033	2.8771|0.0041	2.894|0.0031	2.1363|0.0021	2.1403|0.0026	2.0375|0.0048	2.0146|0.004	2.6757|0.0044	2.7084|0.0019	2.0667|0.0023	1.1801|0.0032	2.0667|0.0023	2.1238|0.0024	2.0667|0.0023	2.1513|0.0041	2.1513|0.0041	2.0681|0.0087	2.117|0.0018	2.0667|0.0023	2.9522|0.0209	2.1315|0.0037	2.0648|0.004
SCI052	3.0745|0.002	3.0745|0.002	2.7079|0.0034	2.7321|0.0026	2.1378|0.004	2.1388|0.0032	2.0487|0.0033	1.5687|0.0049	3.9569|0.0026	2.9819|0.0056	2.1172|0.0054	2.0607|0.0054	2.0223|0.0066	2.1899|0.0027	2.1899|0.0027	3.9515|0.0045	2.9435|0.004	2.0024|0.0021	2.9539|0.0046	1.7642|0.0062	3.0176|0.0037	4.0703|0.0041	2.9889|0.0051	3.069|0.0035	3.0871|0.0033	2.7924|0.0044	2.8047|0.0033	3.113|0.0022	3.1257|0.0026	4.029|0.0036	3.9486|0.0026	2.0598|0.0018	2.0598|0.0018	3.0172|0.0064	3.0619|0.0059	1.8368|0.0067	2.0659|0.0043	2.8532|0.0038	3.6826|0.0027	2.7936|0.0032	2.7321|0.0026	2.0024|0.0021	2.1221|0.0052	2.0024|0.0021	1.0432|0.0065	3.0305|0.006	2.0394|0.0041	2.0394|0.0041	3.113|0.0022	3.1127|0.0048	2.0024|0.0021	2.7936|0.0032	3.0033|0.0049	2.9702|0.0043
SCI053	2.0216|0.0097	2.0216|0.0097	1.98|0.0096	1.98|0.0096	1.9932|0.0143	2.0024|0.0175	1.3907|0.012	1.7306|0.012	2.0582|0.0163	2.0377|0.0401	2.048|0.0164	2.0025|0.0121	2.0025|0.0121	2.0185|0.0129	2.0185|0.0129	1.9231|0.0169	1.9234|0.0225	2.0104|0.013	2.0128|0.011	2.023|0.0208	2.0293|0.0182	1.9857|0.0193	2.0396|0.0261	1.9977|0.0073	1.9977|0.0073	1.9946|0.0117	1.9794|0.0129	1.9501|0.0086	1.9501|0.0086	2.0156|0.0195	2.0507|0.0099	1.9896|0.0088	1.9896|0.0088	1.9915|0.0131	1.9781|0.0174	2.0107|0.0223	1.9996|0.0124	2.061|0.023	2.1138|0.0128	1.9778|0.0112	1.98|0.0096	2.0026|0.0109	2.048|0.0164	2.0026|0.0109	1.7306|0.012	2.0128|0.011	1.9953|0.0102	1.9953|0.0102	1.9501|0.0086	1.9977|0.0073	2.0026|0.0109	1.9778|0.0112	2.0339|0.0254	2.0181|0.0196
SCI054	2.0108|0.0034	2.0108|0.0034	2.2076|0.0048	2.9656|0.0048	1.9769|0.0034	1.9769|0.0034	1.031|0.0043	2.0406|0.0059	2.2499|0.0044	2.0264|0.0118	1.9724|0.0116	1.048|0.0119	2.0224|0.0084	2.0962|0.0046	2.0962|0.0046	1.9836|0.0084	1.9642|0.0121	2.0226|0.0048	2.0103|0.0047	1.9851|0.0074	1.9817|0.0064	2.0308|0.007	1.9398|0.0121	2.0103|0.0046	2.0194|0.0034	2.0495|0.0043	2.0476|0.0043	2.0001|0.0083	2.0247|0.0036	1.9898|0.003	1.9898|0.003	2.0253|0.0054	2.0347|0.0034	1.9951|0.0045	1.9969|0.0052	2.0176|0.0033	2.0176|0.0033	2.1529|0.0086	2.2029|0.0123	2.0475|0.0038	3.1526|0.0048	2.0164|0.0038	1.9538|0.0109	2.0164|0.0038	2.0502|0.0043	2.0117|0.004	2.0176|0.0033	2.0176|0.0033	1.9767|0.0125	2.0184|0.0033	2.0164|0.0038	2.0475|0.0038	2.0304|0.0104	1.9413|0.0116
PD47561a	2.0179|0.0055	2.0408|0.0038	3.9225|0.0069	3.9179|0.0056	2.0163|0.0063	2.0111|0.0035	2.045|0.0048	2.0619|0.0049	2.948|0.0039	2.006|0.006	2.0762|0.0051	1.9564|0.0052	1.9449|0.0059	2.086|0.0045	2.159|0.0161	2.9512|0.0074	2.958|0.008	1.9779|0.0056	1.9752|0.0049	1.9825|0.0043	1.9825|0.0043	1.9776|0.0062	1.9948|0.0078	1.9937|0.0055	1.9767|0.006	2.9912|0.0038	3.0047|0.0034	2.0179|0.0047	2.0637|0.0047	2.992|0.0047	3.0506|0.0062	2.0448|0.0033	2.1177|0.0059	1.9381|0.0066	1.9565|0.0051	2.0356|0.003	2.0356|0.003	3.0243|0.0078	3.0421|0.012	3.0047|0.0034	3.9283|0.0041	1.9893|0.0048	2.0762|0.0051	1.9693|0.0049	2.0427|0.0038	1.9809|0.0041	2.0356|0.003	2.0356|0.003	2.0179|0.0047	2.0283|0.0053	1.9693|0.0049	3.0047|0.0034	2.0035|0.006	1.9918|0.0065
PD47563a	2.0043|0.0024	2.0043|0.0024	2.0109|0.0041	2.0098|0.0037	2.0088|0.0025	2.0088|0.0025	2.0058|0.0031	2.0053|0.0042	1.9972|0.006	2.0135|0.0082	1.9935|0.0052	2.0243|0.0031	2.0243|0.0031	2.0424|0.0033	2.0424|0.0033	2.0077|0.0036	2.0077|0.0036	2.0179|0.0033	2.2217|0.0028	1.9864|0.0053	2.0027|0.0046	2.0078|0.005	2.0057|0.0081	2.0071|0.0032	2.015|0.0024	2.009|0.002	2.009|0.002	2.0219|0.0022	2.0219|0.0022	2.013|0.0022	2.013|0.0022	2.0067|0.0027	1.8369|0.0043	2.0147|0.0025	2.0155|0.0034	2.0223|0.0024	2.0223|0.0024	2.0058|0.0046	2.0123|0.0032	2.009|0.002	2.0095|0.0042	2.0174|0.0028	1.9942|0.0044	2.0174|0.0028	2.0129|0.0031	2.2217|0.0028	2.0223|0.0024	2.0223|0.0024	2.0219|0.0022	2.015|0.0024	2.0174|0.0028	2.009|0.002	2.0161|0.0096	2.0123|0.006
PD47567a	2.0042|0.0027	2.0066|0.0027	2.7774|0.002	2.7952|0.0026	1.956|0.0019	1.956|0.0019	1.949|0.0023	2.0159|0.0027	2.8515|0.0023	2.0587|0.0052	1.0712|0.0068	2.0025|0.0036	1.9809|0.0047	2.0339|0.0025	2.0339|0.0025	2.7874|0.0045	2.8247|0.0051	1.9685|0.0019	1.9542|0.0032	2.0012|0.0026	2.0012|0.0026	1.9788|0.0037	1.9915|0.0061	2.0132|0.0038	2.0291|0.0032	2.7744|0.0049	2.7206|0.0034	2.5222|0.0031	2.5395|0.0028	2.9254|0.0017	2.9254|0.0017	1.9635|0.0033	1.0511|0.0051	1.9272|0.0028	1.9542|0.0023	2.0506|0.0018	2.0506|0.0018	2.9714|0.0047	2.9176|0.0055	2.7026|0.0066	2.7774|0.002	1.9685|0.0019	1.0499|0.0085	1.9685|0.0019	2.0211|0.0023	1.9577|0.0054	2.0506|0.0018	2.0506|0.0018	2.5222|0.0031	2.0432|0.0031	1.9685|0.0019	2.6957|0.0029	2.0587|0.0052	1.9805|0.005
PD47570a	2.0316|0.0018	2.0316|0.0018	2.844|0.0031	2.8399|0.0022	1.9753|0.0036	1.9676|0.002	1.9345|0.0095	2.0393|0.003	3.7662|0.0039	2.0021|0.0067	2.0699|0.0029	1.9436|0.0022	1.9436|0.0022	2.007|0.0024	2.007|0.0024	3.5043|0.0046	3.5074|0.0043	2.0046|0.0014	2.0046|0.0014	2.0106|0.0038	1.9774|0.0045	1.9876|0.0035	1.9353|0.0056	2.0227|0.0023	2.0445|0.0024	1.9789|0.0024	1.9815|0.0017	2.0704|0.0018	2.0704|0.0018	2.9563|0.0039	3.0039|0.0017	2.0028|0.0016	2.0028|0.0016	2.9292|0.0025	2.9273|0.0025	2.0531|0.0018	2.0519|0.0023	2.9997|0.0046	2.9455|0.008	1.9815|0.0017	2.8399|0.0022	2.0046|0.0014	2.0699|0.0029	2.0046|0.0014	2.0372|0.0022	2.0046|0.0014	2.0531|0.0018	2.0531|0.0018	2.0378|0.0036	2.0512|0.0019	2.0046|0.0014	1.9815|0.0017	2.6804|0.035	1.9323|0.0048
PD47572a	3.0667|0.0019	3.0667|0.0019	2.7706|0.0039	2.7841|0.0035	2.1308|0.0029	2.1197|0.0027	2.0741|0.0031	2.0685|0.0031	4.3825|0.0034	2.1221|0.004	2.1291|0.0028	2.0578|0.0033	2.026|0.0038	2.1487|0.0026	2.1487|0.0026	4.0985|0.0062	2.9628|0.0038	2.1197|0.0061	3.0071|0.0022	2.986|0.0045	3.0034|0.0036	3.0008|0.0039	2.1007|0.005	3.0288|0.0035	3.0796|0.0026	2.6971|0.0045	2.8666|0.0037	2.0387|0.0033	2.059|0.002	2.9488|0.0023	3.5815|0.0028	2.9582|0.005	1.4504|0.0043	3.0507|0.0039	2.9685|0.0023	1.0069|0.0039	2.0713|0.0041	3.9929|0.0036	3.2969|0.0074	2.8577|0.0028	2.7762|0.003	2.0257|0.0023	2.1291|0.0028	2.0257|0.0023	2.0483|0.0024	3.0071|0.0022	2.0079|0.0045	2.0079|0.0045	2.0386|0.0033	3.0945|0.0028	2.0257|0.0023	2.8577|0.0028	2.0153|0.0102	2.0486|0.0052
PD47573a	2.0256|0.0024	2.0256|0.0024	1.9984|0.0024	1.9984|0.0024	2.0097|0.0025	2.0097|0.0025	2.0286|0.0031	2.0286|0.004	2.0044|0.0031	2.0117|0.0052	2.0153|0.0042	2.0119|0.0048	2.0252|0.0043	2.0002|0.0033	2.0002|0.0033	1.9932|0.0077	1.9993|0.0073	2.0076|0.0042	2.0004|0.0035	2.0107|0.0053	2.0235|0.0046	2.0117|0.0072	2.0161|0.0046	2.0115|0.003	2.0252|0.0024	2.023|0.002	2.023|0.002	2.0135|0.0041	2.0234|0.0026	2.0172|0.0022	2.0172|0.0022	2.0231|0.0024	2.023|0.0022	2.012|0.0023	2.012|0.0023	2.0283|0.0024	2.0283|0.0024	2.0035|0.0046	2.0024|0.0032	2.023|0.002	1.9984|0.0024	2.01|0.0032	2.0153|0.0042	1.9844|0.0628	2.0153|0.0031	2.001|0.0044	2.0283|0.0024	2.0283|0.0024	2.0134|0.0041	2.0252|0.0024	2.001|0.0044	2.023|0.002	2.0147|0.0049	2.0161|0.0046
PD47574a	2.0095|0.0038	2.0085|0.0032	1.9869|0.0021	1.9869|0.0021	1.9855|0.0021	1.9855|0.0021	1.0251|0.0026	2.0048|0.004	1.9606|0.0053	2.0203|0.0027	2.0203|0.0027	2.0259|0.0058	2.0245|0.0052	1.978|0.0028	1.978|0.0028	2.0177|0.0057	1.9753|0.006	2.008|0.0038	2.3192|0.0949	2.0172|0.0032	2.0139|0.003	2.0003|0.0043	1.0429|0.004	1.9973|0.0027	2.0059|0.002	2.0079|0.0037	1.9996|0.0044	2.0099|0.0035	2.0124|0.0022	1.9826|0.0063	2.0025|0.0022	1.9819|0.0019	1.9819|0.0019	2.003|0.0021	2.0032|0.003	2.007|0.0025	2.0128|0.003	2.0205|0.0074	1.9219|0.0366	2.0082|0.0054	1.9869|0.0021	2.0168|0.003	2.0203|0.0027	1.9988|0.0033	2.0084|0.0026	2.0011|0.0024	2.019|0.0035	2.019|0.0035	2.0099|0.0036	2.0059|0.002	1.9988|0.0033	1.9961|0.0029	2.0203|0.0027	1.0429|0.004
PD47575a	1.9956|0.0038	2.0001|0.0022	2.0088|0.0042	2.0083|0.003	2.0071|0.0068	1.9975|0.0026	1.9371|0.0025	2.0064|0.0048	2.0106|0.0034	2.0216|0.0029	2.0277|0.0039	2.0213|0.0046	2.0184|0.0028	1.984|0.003	1.9834|0.0027	1.9976|0.0035	1.9965|0.0045	2.0196|0.0021	2.0088|0.0023	1.9932|0.0043	2.0055|0.0043	2.0004|0.0081	2.0211|0.0037	2.0013|0.0034	2.0059|0.0027	1.9988|0.0028	1.9821|0.0026	1.995|0.0029	1.9995|0.0038	2.0101|0.0018	2.0101|0.0018	2.0136|0.004	2.0117|0.002	1.979|0.002	1.9806|0.0027	2.0043|0.002	2.0043|0.002	1.9834|0.0072	2.0064|0.0026	1.9825|0.0023	2.005|0.0028	2.0196|0.0021	2.0216|0.0029	2.0196|0.0021	2.0091|0.0025	2.0088|0.0023	2.0043|0.002	2.0043|0.002	1.995|0.0029	1.9987|0.0035	2.0196|0.0021	1.9825|0.0023	2.0216|0.0029	2.0211|0.0037
PD47576a	2.0044|0.0032	2.0089|0.0022	1.935|0.0019	1.9349|0.0024	1.9581|0.0046	1.9599|0.0024	1.0094|0.0039	1.008|0.0023	1.9269|0.003	2.0309|0.0082	1.0338|0.0054	2.03|0.0031	1.6003|0.0081	1.9826|0.0024	1.9826|0.0024	1.9327|0.0045	1.9327|0.0045	2.0075|0.0025	2.9834|0.0037	2.0027|0.0041	2.0228|0.0033	1.9959|0.0036	2.0215|0.0047	2.0011|0.0035	2.0085|0.0017	1.9586|0.0022	1.9572|0.003	2.0119|0.0028	2.0218|0.002	1.9592|0.0031	1.9801|0.0025	2.0221|0.0016	2.0221|0.0016	1.9964|0.0017	1.9964|0.0017	2.0147|0.0022	2.0142|0.0026	1.9837|0.0039	2.0157|0.0105	1.9551|0.0045	1.935|0.0019	1.9996|0.002	1.0203|0.0058	1.9996|0.002	1.008|0.0023	2.9964|0.0051	2.0144|0.0027	2.0144|0.0027	2.0119|0.0028	2.0085|0.0017	1.9996|0.002	1.9575|0.0023	2.0406|0.0047	2.0198|0.0037
PD47577a	2.03|0.0024	2.03|0.0024	2.8896|0.0024	2.8896|0.0024	1.9517|0.0024	1.9517|0.0024	2.0358|0.0041	2.0413|0.0036	2.913|0.003	2.024|0.0047	2.1112|0.004	1.986|0.003	1.986|0.003	3.0196|0.0032	3.0196|0.0032	2.7873|0.0041	2.7883|0.0057	2.0134|0.0041	2.0102|0.0027	1.9975|0.0051	2.0031|0.0045	1.9971|0.0048	2.0073|0.0078	2.032|0.0041	2.0375|0.0023	2.9679|0.0029	2.9698|0.0028	2.0439|0.0021	2.0439|0.0021	3.0193|0.0021	3.0193|0.0021	2.0727|0.0022	2.0727|0.0022	2.965|0.0022	2.965|0.0022	2.0475|0.0023	2.0475|0.0023	2.9962|0.0045	2.9919|0.0082	2.9698|0.0028	2.8896|0.0024	2.0117|0.0029	2.1112|0.004	2.0117|0.0029	2.0435|0.003	2.0102|0.0027	2.0475|0.0023	2.0475|0.0023	2.0439|0.0021	2.0375|0.0023	2.0146|0.0071	2.9698|0.0028	2.024|0.0047	2.006|0.0064
PD47578a	2.0167|0.0016	2.0167|0.0016	2.1526|0.0016	2.1526|0.0016	2.0052|0.0033	2.0058|0.0019	2.0194|0.0021	2.0025|0.0026	2.0003|0.003	2.0083|0.0033	1.9493|0.0037	2.0118|0.0021	2.0118|0.0021	2.0095|0.0022	2.0095|0.0022	2.0023|0.0029	1.999|0.0038	2.0122|0.0024	2.0143|0.0027	2.013|0.0035	2.0109|0.0031	2.0096|0.0049	2|0.0045	2.0098|0.0023	2.0172|0.002	2.0041|0.0022	2.0038|0.0021	2.0078|0.0026	2.0075|0.002	2.0079|0.0019	2.0056|0.0015	2.0142|0.0015	2.0142|0.0015	2.0025|0.0016	2.0026|0.0022	2.0086|0.0016	2.0086|0.0016	2.0085|0.0036	2.0085|0.0022	2.0024|0.0018	2.1526|0.0016	2.0107|0.0019	1.9493|0.0037	2.0107|0.0019	2.0108|0.0021	2.015|0.0034	2.0086|0.0016	2.0086|0.0016	2.0078|0.0026	2.0175|0.0017	2.0107|0.0019	2.0024|0.0018	2.0104|0.0033	2.0143|0.0034
